River,Year,Month,Day,Time_arrival,Time_departure,Airtemp_arrival,Airtemp_min,Airtemp_max,Cloud_cover_pcent ,Precipitation,Wind,Water_level,Discharge_m3_sec,Water_temperature_shore,VEMCO,RPM_arrival,RPM_departure,Operating_condition,Crew,Comments
Butters,2009,6,5,8:30,8:50,7.9,2,25,0,0,calm,99,,10.6,11.2,11.75,11.75,good,Team 1,
Butters,2009,6,6,9:05,9:20,15.5,5,25,0,0,calm,91,,11.5,12.4,11.75,11.5,good,Team 1,
Butters,2009,6,7,8:35,8:50,11.6,5,20,0,0,strong,83,,12.5,12.7,11.75,11.75,good,Team 1,
Butters,2009,6,8,8:30,8:45,9.7,5,18,90,0,strong,81,,11.4,11.6,12.5,12.5,good,Team 2,
Butters,2009,6,9,8:35,8:50,6.9,2,15,10,0,calm,75,,10.4,10.4,11.25,11.25,good,Team 2,
Butters,2009,6,10,8:45,9:00,9.2,8,12,100,yes,calm,69,,10.5,9.9,10.25,10,good,Team 2,
Butters,2009,6,11,8:40,9:00,10.3,1,14,100,0,calm,70,,10.1,9.5,9.5,10.25,good,Team 2,
Butters,2009,6,12,8:55,9:05,11.3,4,16,100,yes,calm,73,,10.6,9.9,10,10,good,Team 1,
Butters,2010,5,7,9:45,10:05,8.1,6,12,100,0,heavy,61,,6.3,,11.5,11.25,good,team 1,
Butters,2010,5,8,8:55,9:20,5.4,0,17,20,0,strong,54,,7.8,,11.75,11.5,good,team 1,
Butters,2010,5,9,8:45,9:10,8.3,6,15,100,yes,light,49,,8.5,,11.5,11.25,good,team 1,
Butters,2010,5,10,8:45,9:15,4.9,3,7,70,0,strong,49,,7.5,,11.25,11.5,good,team 1,
Butters,2010,5,11,8:35,8:55,5.9,4,14,10,0,strong,35,,6.6,8,11.5,11.5,good,team 2,
Butters,2010,5,12,8:35,8:55,3.7,-2,12,80,0,light,32,,7.5,7.3,11.25,11.25,good,team 2,
Butters,2010,5,13,8:35,9:15,5,-3,15,10,0,strong,20,,7.2,7.5,11.25,11.25,good,team 2,
Butters,2010,5,14,8:30,8:55,8.7,-2,21,0,0,calm,14,,8.5,8.8,11.25,11.75,good,team 2,
Butters,2010,5,15,8:45,9:35,7.7,4,13,100,0,calm,7,,9.6,9,12,11.25,good,team 1,
Butters,2010,5,16,8:40,10:05,7.7,3,13,20,0,heavy,1,,8.5,8.4,11.25,12.25,good,team 1,
Butters,2010,5,17,8:40,9:40,8.6,0,23,20,0,calm,54,,8.6,9.3,9.5,10.5,good,team 1,
Butters,2010,5,18,8:45,9:40,7.9,4,26,10,0,calm,49,,10.6,11.3,8.75,10.5,good,team 1,
Butters,2010,5,19,8:35,9:40,11.8,5,28,10,0,calm,45,,11.8,12.5,8,8.75,good,team 2,
Butters,2010,5,20,8:30,9:00,12.5,11,24,100,0,calm,43,,12.8,13.3,9.25,8,good,team 2,
Butters,2010,5,21,8:30,9:10,8.2,4,22,0,0,light,39,,12,12.6,10.25,10.25,good,team 2,
Butters,2010,5,22,8:40,9:05,9.8,4,31,0,0,light,34,,12.1,13.3,10.25,10.25,good,team 2,
Butters,2010,5,23,8:25,8:55,17.5,10,32,0,0,strong,30,,14.2,15.5,10.25,10.25,good,team 1,
Butters,2010,5,24,8:35,9:00,19.5,15,32,10,0,light,26,,16.1,17.2,10,10,good,team 1,
Butters,2010,5,25,8:30,8:55,12.5,10,13,100,0,calm,25,,16.2,15.9,10.25,10,good,team 1,
Butters,2010,5,26,8:30,8:45,11.8,9,19,100,yes,strong,23,,14.3,14.3,10.25,9.75,good,team 1,
Butters,2010,5,27,8:30,8:55,8.9,5,18,0,0,strong,20,,13.6,14.3,9.25,9.5,good,team 2,
Butters,2010,5,28,8:35,8:55,10.8,5,23,100,0,light,17,,14,14.9,9.25,9.25,good,team 2,
Butters,2010,5,29,8:30,8:50,12.2,5,25,10,0,light,15,,14.7,15.6,9.5,9.5,good,team 2,
Butters,2010,5,30,8:35,9:10,13.5,6,18,20,0,light,12,,15.3,15.2,7.5,8.25,good,team 2,
Butters,2010,5,31,8:25,8:50,15,7,23,0,0,calm,9,,13.8,14.7,6.5,7,good,team 1,
Butters,2010,6,1,8:25,8:55,12.4,5,13,100,yes,light,6,,15.1,14.8,2,5.25,good,team 1,
Butters,2010,6,2,8:30,8:55,14.9,8,20,100,yes,calm,5,,13.9,13.9,5.75,6,good,team 1,
Butters,2010,6,3,8:40,8:55,13.7,8,16,100,yes,calm,6,,14,13.9,6,6,good,team 1,
Butters,2012,5,11,9:00,9:35,11,8,12,100,0,calm,72,,7.8,7.2,7.5,7.25,good,team 2,
Butters,2012,5,12,8:35,9:10,5.8,4,13,100,yes,strong,62,,11,7.1,10,10,good,team 1,
Butters,2012,5,13,8:30,9:00,7.4,2,21,10,0,calm,49,,7.7,7.6,10,10,good,team 1,
Butters,2012,5,14,8:30,8:45,9,5,23,100,0,calm,38,,8.5,8.7,10.5,10.5,good,team 1,
Butters,2012,5,15,8:35,9:15,10.1,4,24,10,0,calm,28,,10.4,10.2,10,10.75,good,team 1,
Butters,2012,5,16,8:35,9:30,12.8,12,16,100,yes,calm,20,,11.1,10.5,10.5,10.5,good,team 2,
Butters,2012,5,17,8:55,10:00,13.3,12,15,100,yes,calm,18,,11,10.5,10.75,10.75,good,team 2,
Butters,2012,5,18,8:40,9:50,8.9,2,21,10,0,heavy,18,,10.3,10,10.5,10.5,good,team 2,
Butters,2012,5,19,8:35,9:50,11.1,6,24,10,0,calm,8,,10.6,10.8,10.75,10.5,good,team 2,
Butters,2012,5,20,8:35,10:10,12,5,27,80,0,calm,3,,11.4,11.6,10.75,10.5,good,team 1,
Butters,2012,5,21,8:30,10:00,11.6,5,34,10,0,light,76,,12.3,13.2,10.75,10.75,good,team 1,
Butters,2012,5,22,8:30,10:20,17,10,27,10,0,light,68,,14.8,15.2,10.75,10.75,good,team 1,
Butters,2012,5,23,8:35,9:35,14.4,12,25,100,yes,calm,68,,14.8,15.2,10.5,10.75,good,team 1,
Butters,2012,5,24,8:30,9:15,13.1,6,27,0,0,calm,66,,14.5,15.3,10,10,good,team 2,
Butters,2012,5,25,8:30,8:55,16.1,12,27,100,0,calm,58,,15.5,16.1,10.5,10,good,team 2,
Butters,2012,5,26,8:15,8:45,18.7,12,23,10,0,strong,50,,16.8,17.1,9.25,9.25,good,team 2,
Butters,2012,5,27,8:55,9:25,9.8,4,20,0,0,strong,48,,15.4,15.8,9.25,9.25,good,team 2,
Butters,2012,5,28,8:30,8:55,8.8,0,19,0,0,calm,40,,14,14.6,9.5,9.25,good,team 1,
Butters,2012,5,29,8:50,9:25,8.1,4,15,100,0,strong,36,,13.2,12.4,9.25,9.5,good,team 1,
Butters,2012,5,30,8:30,9:00,8.4,5,15,100,yes,strong,36,,10.7,9.9,9.5,9.5,good,team 1,
Butters,2012,5,31,9:00,9:15,10,5,10,100,yes,strong,54,,10.4,9.7,10,9.5,good,team 1,
Butters,2012,6,1,8:30,9:00,11.8,8,23,80,0,calm,54,,10.7,11.3,10.5,10,good,team 2,
Butters,2012,6,2,8:30,8:50,10.9,5,24,5,0,calm,50,,12.9,13.7,9,9.5,good,team 2,
Butters,2012,6,3,8:30,8:50,11.2,6,20,50,0,strong,42,,13.8,13.9,9.25,9.25,good,team 2,
Butters,2013,6,11,10:00,10:30,13.6,10,26,60,0,calm,90,,12.1,12.1,10,9.25,good,"Francis,Diane,Roger,Joey",
Butters,2013,6,12,10:00,10:30,13.4,9,25,60,0,calm,82,,12.3,12.6,10.5,10,good,"Francis,Diane,Roger,Joey",
Butters,2013,6,13,9:45,10:10,11.1,5,27,0,0,calm,76,,12.5,13.2,9.75,9.25,good,"Francis,Diane,Roger,Joey",
Butters,2013,6,14,10:10,10:25,13.5,4,25,30,0,calm,70,,13.4,14.8,9.25,9.25,good,"Paul,Andrew",
Butters,2014,5,28,9:05,9:30,7.4,0,23,0,0,calm,59,,8,9.409,11,11,good,team 2,
Butters,2014,5,29,8:45,9:20,8.8,1,24,0,0,calm,48,,9.8,10.153,11.25,11.25,good,team 2,
Butters,2014,5,30,8:40,9:25,11.5,6,23,100,0,calm,40,,11,11.248,11.25,11,good,team 1,
Butters,2014,5,31,8:35,9:15,11.3,8,21,10,0,calm,39,,11.3,11.691,10.5,11,good,team 1,
Butters,2014,6,1,9:00,9:50,10.8,5,24,0,0,calm,32,,11.5,12.203,10,10,good,team 1,
Butters,2014,6,2,8:45,9:20,14.4,11,25,0,0,calm,28,,12.6,12.722,9.25,9.5,good,team 1,
Butters,2014,6,3,8:40,9:25,13.6,12,25,100,0,calm,23,,12.3,12.436,9.25,9.25,good,team 2,
Butters,2014,6,4,8:35,9:10,12.5,7,22,100,0,calm,20,,12.4,12.777,10.5,10.5,good,team 2,
Butters,2014,6,5,9:35,10:05,14,10,20,100,0,calm,18,,13.1,13.307,11,10.25,good,team 2,
Butters,2014,6,6,9:50,10:20,14.2,10,16,100,light,calm,17,,13.4,13.141,10.5,10.75,good,team 2,
Butters,2014,6,7,9:20,9:35,17.2,10,24,100,0,calm,42,,12.5,12.567,11,11,good,team 1,
Butters,2014,6,8,9:15,9:35,13.1,8,28,0,0,calm,39,,13,13.799,11.25,11,good,team 1,
Butters,2014,6,9,9:30,9:40,12.8,7,26,0,0,calm,24,,14,14.891,11.25,11.25,good,team 1,
Butters,2014,6,10,8:50,9:15,14.5,9,24,10,0,light,20,,14.3,14.669,11,11,good,team 1,
Butters,2014,6,11,9:35,9:50,13.1,6,28,0,0,calm,17,,15,14.054,10.5,10.5,good,team 2,
Butters,2014,6,12,9:15,9:40,13.2,9,18,0,0,strong,11,,13.8,14.332,10.5,10.5,good,team 2,
Butters,2014,6,13,9:45,10:05,13.4,10,22,100,light,calm,11,,13.2,13.709,11,11,good,team 2,
Butters,2015,5,17,9:20,9:45,9.6,8,12,100,yes,Calm,100,,6,,11,11,good,team 1,
Butters,2015,5,18,8:50,9:50,10.2,8,11,60,0,calm,,,6.5,,11,11,good,team 1,
Butters,2015,5,19,8:50,9:20,10,8,12,100,yes,Calm,98,,8.9,,10.5,10.5,good,team 2,
Butters,2015,5,20,9:10,9:35,11.8,6,13,100,yes,moderate,86,,9.4,,10.25,10.5,good,team 2,
Butters,2015,5,21,8:55,9:30,10.1,5,15,10,0,strong,82,,8.7,,9.25,10.5,good,team 2,
Butters,2015,5,22,8:55,9:40,8,2,11,100,yes,heavy,75,,8.3,,6,7.25,good,team 2,
Butters,2015,5,23,9:00,9:40,6.9,-3,13,0,0,strong,71,,7.8,,9.25,9.5,good,team 1,
Butters,2015,5,24,8:50,9:30,8.2,5,20,0,0,Calm,68,,7.6,,9,9,good,team 1,
Butters,2015,5,25,8:45,9:40,8.6,3,27,0,0,light,63,,9.4,,9.75,9.75,good,team 1,
Butters,2015,5,26,8:45,9:30,13.2,10,18,100,yes,Calm,58,,11.4,,10,10.75,good,team 1,
Butters,2015,5,27,8:50,9:50,14.2,10,26,20,0,Calm,52,,11.5,,10.5,10.5,good,team 2,
Butters,2015,5,28,8:55,9:40,15.3,10,27,100,0,light,48,,13.2,,11.25,10.75,good,team 2,
Butters,2015,5,29,8:50,9:45,10.7,6,20,0,0,light,56,,13.1,,10.75,10.75,good,team 2,
Butters,2015,5,30,8:55,9:40,13,7,30,20,0,light,54,,13.7,,10.75,10.75,good,team 2,
Butters,2015,5,31,8:50,9:45,10.7,6,19,40,0,heavy,54,,14.6,,10.5,10.5,good,team 1,
Butters,2015,6,1,8:45,9:30,9.6,5,15,100,0,Calm,52,,12.5,,10.75,10.5,good,team 1,
Butters,2015,6,2,8:45,9:40,10,5,12,100,0,Calm,49,,12.1,,10.75,10.75,good,team 1,
Butters,2015,6,3,9:00,9:45,7.9,6,15,100,0,light,52,,10.6,,11,12.5,good,team 1,
Butters,2015,6,4,9:15,9:45,8.9,4,18,20,0,light,50,,10.8,,11.25,11.25,good,team 2,
Butters,2015,6,5,9:15,9:50,12.4,8,18,0,0,Calm,47,,12.4,,12.4,10.25,good,team 2,
Butters,2015,6,6,9:15,9:45,11.6,4,18,10,0,strong,47,,12.9,,8,9,good,team 2,
Butters,2015,6,7,9:25,9:45,10.6,2,25,100,0,Calm,39,,12.8,,7.25,8.25,good,team 2,
Butters,2015,6,8,9:25,10:15,13.7,6,17,100,0,strong,36,,13.7,,6.25,8.25,good,team 1,
Butters,2015,6,9,9:25,10:00,12.2,8,13,100,yes,light,35,,11.8,,8.5,7.5,good,team 1,
Butters,2015,6,10,8:50,9:20,13.6,11,20,100,yes,Calm,52,,11.7,,10,10,good,team 1,
Butters,2015,6,11,9:10,9:45,14.7,11,18,100,0,light,65,,12.7,,10.25,10.75,good,team 1,
Butters,2015,6,12,9:15,9:40,17.6,8,20,20,0,strong,63,,13.7,,10.75,10.75,good,team 2,
Butters,2015,6,13,10:00,10:25,14.7,5,25,0,0,light,59,,13.5,,11,11,good,team 2,
Butters,2015,6,14,10:50,11:15,9.7,6,22,10,0,strong,55,,13.8,,10.75,11.5,good,team 2,
Butters,2015,6,15,9:20,9:50,14.4,5,20,0,0,Calm,53,,13.9,,10.75,10.5,good,team 2,
Butters,2016,5,26,9:15,9:45,11.6,8,17,80,no,light,53,,13.3,,10,10.5,good,#2,start
Butters,2016,5,27,9:00,9:45,10.9,5.2,13,100,yes,light,35,,11.4,,9.5,10,good,#2,
Butters,2016,5,28,9:15,10:15,12.1,8.4,18.6,90,no,light,17,,10,,10,10.25,good,#2,
Butters,2016,5,29,9:20,10:15,12.4,5.4,16.2,100,no,light,10,,10.9,,11,11,good,#1,
Butters,2016,5,30,9:15,10:15,12.3,8,15.6,100,yes,calm,2,,11,,11,11,good,#1,
Butters,2016,5,31,8:50,9:45,17.1,8,27.4,0,no,calm,22,,11.4,,11,11.5,good,#1,
Butters,2016,6,1,9:10,10:00,13.7,6,21,40,no,light,13,,13.2,,10.25,10.25,good,#1,
Butters,2016,6,2,10:00,10:30,12,5,16,50,no,strong,7,,13,,11.5,11.25,good,#2,
Butters,2016,6,3,9:15,9:40,12.1,8.6,13,100,yes,light,1,,12.4,,11,11,good,#2,
Butters,2016,6,4,9:30,9:50,14.3,8.5,14.5,100,no,calm,3,,11.4,,11,10.75,good,#2,reset gauge
Butters,2016,6,5,9:20,9:45,12.7,8.5,14.5,100,no,light,80,,12.6,,10.75,10.75,good,#2,
Butters,2016,6,6,9:45,10:15,11.5,8.5,12.5,100,yes,strong,73,,13,,10.75,11,good,#1,
Butters,2016,6,7,8:45,9:20,12.5,9,24.5,100,no,calm,11,,11.8,,9,9.75,good,#1,
Butters,2016,6,8,12:50,13:00,13.2,12,25,100,yes,calm,131,,11.4,,9.75,9.5,good,#1,end
Butters,2017,5,25,9:05,10:00,10.4,7,13,80,no,strong,95,,10.6,,10.25,11,good,Dustin,start
Butters,2017,5,26,9:00,9:45,10.2,7,12,80,no,strong,88,,11.2,,10.25,10.25,good,Dustin,
Butters,2017,5,27,8:50,9:45,12.5,5,16,0,no,calm,85,,10.5,,10,10.75,good,Pamela,
Butters,2017,5,28,9:00,9:30,11.2,4,18,0,no,calm,80,,11.8,,8,9,good,Pamela,
Butters,2017,5,29,8:55,9:50,9.7,7,12,100,no,heavy,75,,12.1,,5,8,good,Pamela,
Butters,2017,5,30,8:55,9:30,9.6,7,12,100,yes,light,72,,11,,4.5,6,good,Pamela,High Tide
Butters,2017,5,31,8:50,9:30,11.7,8,15,100,no,calm,70,,11.5,,5.75,6,good,Dustin,
Butters,2017,6,1,8:50,9:25,13,9,19,100,no,calm,67,,12.5,,8.5,7.5,good,Dustin,
Butters,2017,6,2,8:50,9:40,13,7,16,40,no,light,68,,13.1,,9,9.25,good,Dustin,
Butters,2017,6,3,8:45,9:40,10.9,5,17,40,no,strong,68,,12.2,,10.25,10,good,Dustin,
Butters,2017,6,4,8:50,9:20,11.5,8,15,20,no,calm,64,,12.7,,8.75,8,good,Pamela,
Butters,2017,6,5,8:30,9:50,11.5,3,14,60,no,strong,62,,12.4,,8.5,8.25,good,Pamela,
Butters,2017,6,6,8:45,9:10,13.2,3,16,100,no,calm,57,,13,,8,8.25,good,Pamela,
Butters,2017,6,7,8:55,9:20,10.4,5,27,100,no,calm,54,,13.8,,7.75,7.5,good,Pamela,
Butters,2017,6,8,9:35,9:50,15.6,8,31,0,no,calm,52,,15.4,,7.5,7.5,good,Dustin,
Butters,2017,6,9,9:35,9:55,16.4,8,23,100,no,calm,49,,15.1,,8,8,good,Dustin,
Butters,2017,6,10,9:30,9:50,14,10,24,20,no,calm,48,,15.1,,7.5,7.5,good,Dustin,raise wheel
Butters,2018,5,19,9:50,10:20,10.3,-2,20,0%,no,calm,95,,7.3,,10,10,good,Pam,start
Butters,2018,5,20,9:00,9:30,9.8,6,18,100%,yes,calm,82,,9,,8.25,8.5,good,Pam,
Butters,2018,5,21,9:00,9:45,12.7,2,17,10%,no,strong,92,,8.5,,8.75,8.75,good,Pam,wheel jam
Butters,2018,5,22,9:15,9:50,8.5,-2,22,10%,no,calm,81,,8.6,,9.5,9.25,good,Dustin,
Butters,2018,5,23,9:00,9:40,7.2,-1,11,100%,yes,light,71,,9.2,,10.25,10.25,good,Dustin,
Butters,2018,5,24,8:50,9:30,6.7,-1,17,0%,no,light,80,,7.2,,10,10.25,good,Dustin,
Butters,2018,5,25,8:45,9:30,10.2,6.5,22,100%,no,calm,71,,8.9,,10.25,10.25,good,Dustin,
Butters,2018,5,26,8:40,9:10,11.2,2,16,20%,no,calm,68,,10.1,,10.25,10,good,Pam,
Butters,2018,5,27,8:35,9:15,7.2,2,16,0%,no,calm,60,,10.2,,10.5,10,good,Pam,
Butters,2018,5,28,8:35,9:05,9.3,3,12,100%,yes,light,52,,10.8,,10,10,good,Pam,
Butters,2018,5,29,8:35,9:10,14.5,3.5,21,40%,no,calm,46,,10.1,,9,9.25,good,Pam,
Butters,2018,5,30,8:50,9:30,9.6,2.5,18,50%,no,calm,42,,10.9,,10,10.5,good,Dustin,
Butters,2018,5,31,8:35,9:20,11.9,4.5,26,0%,no,calm,32,,12.3,,9.5,9.5,good,Dustin,
Butters,2018,6,1,8:40,9:20,17,9,26,50%,no,calm,31,,13.9,,8,8.75,good,Dustin,
Butters,2018,6,2,8:40,9:30,11.9,6,18,100%,no,light,28,,13.7,,8.75,9.25,good,Dustin,
Butters,2018,6,3,8:25,9:10,8,2,18,0%,no,calm,26,,11.6,,8.25,8.25,good,Pam,
Butters,2018,6,4,8:30,8:50,9.7,1,13,10%,no,calm,20,,11.5,,7.5,7.75,good,Pam,
Butters,2018,6,5,8:50,9:10,9.3,6,10.5,100%,no,light,17,,10.7,,7.5,7.5,good,Pam,
Butters,2018,6,6,8:30,8:50,10.4,3,18,10%,no,calm,13,,10.2,,8,8,good,Pam,
Butters,2018,6,7,9:45,10:10,13.6,1,16,100%,no,calm,10,,11.6,,8,8,good,Dustin,
Butters,2018,6,8,9:10,9:30,15.1,6,18,20%,no,strong,7,,12.1,,7.5,8,good,Dustin,raise wheel
Butters,2019,5,18,9:30,10:00,7.8,2,14,100%,no,calm,95,,6.7,,13.25,12.75,good,Pam,start
Butters,2019,5,19,8:50,9:15,6.9,2,16,100%,no,calm,95,,8.3,,13.25,13.25,good,Pam,
Butters,2019,5,20,8:50,9:20,6.8,4.5,7,100%,yes,light,89,,7.2,,12,12,good,Pam,
Butters,2019,5,21,9:00,9:35,5.6,3.5,5.5,100%,yes,light,123,,6.5,,11.75,11.75,good,Dustin,Dirty
Butters,2019,5,22,,,,5,14.5,,,,139,,,,,,bad,Dustin,jam/shore unit
Butters,2019,5,23,,,,3,16.5,,,,131,,,,,,bad,Dustin,reset unit
Butters,2019,5,24,9:05,9:30,8.5,4.5,16,40%,no,moderate,121,,8.5,,11.5,11.75,good,Dustin,
Butters,2019,5,25,8:50,9:20,9.6,3,23,0%,no,calm,119,,9.5,,12.5,12.5,good,Pam,
Butters,2019,5,26,8:50,9:15,10,9,12,100%,yes,calm,115,,10.1,,12,12,good,Pam,
Butters,2019,5,27,8:50,9:25,10,5,15,100%,no,strong,111,,8.9,,12.5,12.5,good,Pam,
Butters,2019,5,28,8:55,9:25,6.6,0.5,18,0%,no,calm,107,,8.6,,12.5,12.5,good,Pam,
Butters,2019,5,29,9:00,9:30,8.2,1,17.5,0%,no,calm,99,,9.5,,12.5,12.5,good,Dustin,
Butters,2019,5,30,8:50,9:40,12.8,7,13,100%,no,calm,99,,10.9,,11.25,11.25,good,Dustin,
Butters,2019,5,31,9:00,9:45,8.8,3,16.5,20%,no,strong,95,,10.3,,10.5,10.5,good,Dustin,
Butters,2019,6,1,8:55,9:30,8,3,20,0%,no,calm,95,,10.7,,12.5,12.25,good,Dustin,
Butters,2019,6,2,8:50,9:30,9.9,6.5,11,100%,yes,light,91,,11.1,,12.25,12.25,good,Pam,
Butters,2019,6,3,8:55,9:40,10.1,6.5,11.5,100%,yes,light,91,,9.6,,12.25,12.25,good,Pam,
Butters,2019,6,4,8:50,9:25,10.4,5.5,16,100%,yes,calm,91,,9.7,,12,12.5,good,Pam,
Butters,2019,6,5,8:55,9:25,6.7,4,17.5,100%,yes,calm,91,,9.5,,11.75,11.75,good,Pam,APTN
Butters,2019,6,6,9:45,10:15,11.4,3.5,22,0%,no,calm,89,,10.4,,11.5,11.25,good,Dustin,
Butters,2019,6,7,9:45,10:30,11.9,3.5,21.5,0%,no,calm,89,,11.6,,10.5,10.5,good,Dustin,
Butters,2019,6,8,9:45,10:15,13.6,6,20,0%,no,light,85,,11.8,,9,10.5,good,Dustin,
Butters,2019,6,9,9:05,9:35,13.7,5,24.5,0%,no,light,84,,12.1,,9,8.5,good,Dustin,
Butters,2019,6,10,9:10,9:45,12.7,8,16,100%,no,light,83,,13.3,,10,9.75,good,Pam,
Butters,2019,6,11,9:40,9:55,12.2,9,15.5,0%,no,strong,81,,13.4,,11,10,good,Pam,
Butters,2019,6,12,9:50,10:10,10.6,9,22,0%,no,heavy,81,,13.8,,10.25,10.5,good,Pam,
Butters,2019,6,13,10:00,10:20,14.8,11,22,0%,no,calm,81,,14.2,,10,10.25,good,Pam,
Butters,2019,6,14,9:05,9:20,12.1,10,15,100%,yes,heavy,79,,14.5,,10,10,good,Dustin,end
Kedgwick,2002,5,8,8:30,9:30,2,,,75,0,strong west ,82,,3.7,,0,0,jammed,"Ivan, Kevin, Mike, Paul",
Kedgwick,2002,5,9,8:30,9:30,2.4,,,90,0,no wind,90,,2.7,,0,0,wheel not set last evening,"Ivan, Kevin, Mike, Paul ",
Kedgwick,2002,5,10,8:30,9:30,12,,,10,0,calm,82,,5,6,11,11,"fully operational, some debris in box","Ivan, Kevin, Mike, Paul and Gerald",
Kedgwick,2002,5,11,8:15,9:20,5,,,35,0,strong west ,82,,4.1,5.38,12,12,"fully operational, minimal debris in box",Mike and Ivan,
Kedgwick,2002,5,12,8:30,9:25,1,,,10,0,calm,71,,2.2,4.49,12,12,"fully operational, very little debris in box",Mike and Ivan,
Kedgwick,2002,5,13,9:00,10:00,2.5,,,0,0,calm,57.5,,3,5.17,11,11,"fully operational, some debris in box","Ivan, Kevin and Paul",
Kedgwick,2002,5,14,8:08,9:00,3.1,,,100,0,slight east ,47,,4.3,4.62,9,9,"fully operational, some debris in box",Ivan and Kevin,
Kedgwick,2002,5,15,8:05,8:50,5,,,100,0,calm,40,,2.2,3.39,10,10,"fully operational,some debris in box","Ivan,Kevin,Gerald and Bill(from BC)",
Kedgwick,2002,5,16,8:07,8:50,-0.6,,,0,0,calm,35,,2,4.19,9,10.5,fully operational,"Ivan,Kevin,",
Kedgwick,2002,5,17,8:00,9:10,9.6,,,80,0,calm,33,,3.9,5.62,10.5,10.5,fully operational,"Ivan, Kevin",
Kedgwick,2002,5,18,9:00,10:15,10.7,,,50,0,slight west,38,,5.1,6.18,11,11,Fully operational,"Ivan, Kevin",
Kedgwick,2002,5,19,9:00,10:30,6.2,,,50,0,calm,34,,5,6.54,11,11,fully operational,"Ivan, Kevin",
Kedgwick,2002,5,20,9:00,10:13,11,,,90,0,calm,31,,6,6.04,11,11,fully operational,"Ivan, Kevin",
Kedgwick,2002,5,21,8:08,8:55,6.8,,,100,0,calm,28,,6,6.34,11,11,fully operational,"Ivan, Kevin, ",
Kedgwick,2002,5,22,10:30,11:55,17,,,0,0,calm,25,,6,6.75,11,11,fully operational,"Ivan, Kevin, Mike and the LFN Crew",
Kedgwick,2002,5,23,8:00,9:30,8.5,,,0,0,calm,21,,7.5,8.67,10.5,10.5,fully operational,"Ivan, Kevin, ",
Kedgwick,2002,5,24,9:00,11:40,18,,,30,0,light,17,,10,9.46,10,10,fully operational,"Ivan, Kevin, ",
Kedgwick,2002,5,25,8:00,10:40,5,,,25,0,brisk east ,15,,9,8.3,10,10,fully operational,"Ivan, Kevin, ",
Kedgwick,2002,5,26,9:00,10:30,15,,,100,0,calm,11,,8,7.18,10,10,fully operational,"Ivan, Kevin, ",
Kedgwick,2002,5,27,8:00,9:30,6.4,,,80,0,calm,9.5,,6.5,6.39,10,10,fully operational,"Ivan, Kevin, ",
Kedgwick,2002,5,28,8:00,9:00,11.5,,,100,0,calm,6,,8.7,7.7,8,10,Smolt wheel was found closer to shore in less current and the lock was missing. Reported to RCMP and DFO C&P. Wheel reset to original position.,"Ivan, Kevin, ",
Kedgwick,2002,5,29,8:00,10:00,7,,,0,0,calm,3,,9.7,10.33,10,10,"fully operational, one branch in drum","Ivan, Kevin and Gerald ",
Kedgwick,2002,5,30,8:17,10:10,17,,,100,0,calm,38,,12,11.8,9,9,fully operational,"Ivan, Kevin, ",
Kedgwick,2002,5,31,9:12,11:40,19.6,,,100,0,slight west,36.5,,13,12.59,9,9,fully operational,"Ivan, Kevin, ",
Kedgwick,2002,6,1,8:05,10:30,14.2,13,26,25,0,calm,40,,12.5,12.5,9,9,fully operational,"Ivan, Kevin, ",
Kedgwick,2002,6,2,8:10,9:45,10,6,15,10,0,calm,44,,11,10.35,9.5,9.5,fully operational,"Ivan, Kevin, ",
Kedgwick,2002,6,3,9:15,10:30,8.5,5,15,100,0,strong north east,40,,8,8.37,9.5,9.5,fully operational,"Ivan, Kevin, ",
Kedgwick,2002,6,4,8:07,9:00,3.5,2.5,12,20,0,strong north east,38,,7.7,8.54,9,9,fully operational,"Ivan, Kevin, ",
Kedgwick,2002,6,5,8:16,9:10,9.6,NA,NA,100,0,calm,35.5,,8,9.28,9,9,fully operational,"Ivan, Kevin, ",
Kedgwick,2002,6,6,8:05,9:30,11,1.1,8.8,50,0,calm,36,,8,9.12,9,9,fully operational,"Ivan, Kevin, ",
Kedgwick,2002,6,7,9:10,10:00,11,1.6,14.4,20,0,calm,33.5,,10,10.31,9,9,fully operational,"Ivan, Kevin, ",
Kedgwick,2002,6,8,8:10,9:30,7.3,3.3,17.7,70,0,calm,30.5,,10,10.21,9,9,fully operational,"Ivan, Kevin, ",
Kedgwick,2002,6,9,8:11,9:20,12.5,4.4,10,100,0,calm,29.5,,10.5,10.01,9,9,fully operational,"Ivan, Kevin, ",
Kedgwick,2002,6,10,9:00,9:40,14,5.5,11.1,90,0,slight east ,31,,10,11.21,9,9,fully operational,"Ivan, Kevin, ",
Kedgwick,2002,6,11,8:05,8:40,7.5,1.1,8.8,100,0,calm,28.5,,11,11.68,9,9,fully operational,"Ivan, Kevin, ",
Kedgwick,2002,6,12,8:15,9:00,14.3,2.2,14.4,90,0,calm,26,,11.5,11.41,8,10,"fully operational, moved wheel into shore to catch more current and increase rpms","Ivan, Kevin, ",
Kedgwick,2002,6,13,8:00,8:40,10,1.1,12.2,0,0,calm,24,,11,12.5,9,9,fully operational,"Ivan, Kevin, ",
Kedgwick,2002,6,14,9:00,10:00,8.8,3.3,11.1,0,0,calm,21.5,,11,12.75,9,9,fully operational,"Kevin,Paul",
