area_of_operation,available_fishing_event_types,basket_sort,basket_specimen_popup,chief_scientist,collection_fields,creation_date,ctd_filename_prefix,default_ctd,default_ctd_id,default_length_type,default_length_unit,default_map,default_map_id,default_max_basket_weight,default_rounding_rule,default_weight_type,default_weight_unit,default_zoopnet,default_zoopnet_id,description,display_tz,end_date,end_fishing_event_type,end_latitude,end_longitude,fishing_track_map_resolution,id,incomplete_warning,institute,institute_id,is_active,is_archived,last_modified_date,max_lat,max_lng,min_lat,min_lng,mission_name,mission_number,next_when_complete,no_basket_wts,notes,oceanography_bottle_sort,populate_with_set_manager,required_ocean_events,required_ocean_fields,required_set_fields,samplers,sampling_protocol,sampling_protocol_id,season,start_date,start_fishing_event_type,start_latitude,start_longitude,starting_bottle_uid,station_collection,station_collection_id,stratification_type,stratification_type_id,survey_number,targeted_time_on_station,targeted_trawl_distance,targeted_trawl_duration,targeted_trawl_speed,targeted_vessel_speed,track_map_resolution,vessel,vessel_id
sGSL,"['1', '8']","catch,-sampled,-creation_date",False,Jacob Burbank,['collect_tic'],2022-08-22 13:23:57.090000+00:00,2022GLFHerring_,Renée's CTD,14,16,2,Canadian Hydrographic Service (CHS) - Baie des Chaleurs to Iles de la Madeleine (fathoms),9,300,1,14,3,Bongo Net (335 + 750 μm),13,Pelagic trawl of schools of herring,Canada/Atlantic,2022-10-11 17:00:00+00:00,8,47.747203,-64.701472,5,37,True,Gulf Fisheries Centre,1,True,False,2022-08-26 17:19:28.004924+00:00,70.0,-30.0,7.0,-150.0,2022 Gulf Region Herring Fall Survey,PER-2022-919,True,False,The Perley will be supported by the SV Novus which will conduct the acoustic transects. Rachel DeJong will be chief scientist on that vessel.,bottle_uid,False,"['1', '3']",['sounding'],"['set_number', 'new_station', 'experiment_type', 'start_date', 'start_latitude_DD', 'start_latitude_MMmm', 'start_longitude_DD', 'start_longitude_MMmm', 'start_depth_m', 'end_date', 'end_latitude_DD', 'end_latitude_MMmm', 'end_longitude_DD', 'end_longitude_MMmm', 'end_depth_m', 'gear_type', 'port_warp', 'starboard_warp', 'warp_units_code', 'ship_direction', 'ship_speed', 'ship_speed_obtained_code', 'set_result', 'wind_direction_degree', 'wind_force_kts', 'operations']","Jacob Burbank, Patricia Hanley, Renée Allain",Herring Survey,2,2022,2022-09-19 17:00:00+00:00,1,47.747203,-64.701472,1,2022 Gulf Herring Survey,23,4 - Grid of transects and fixed stations,5,,1.0,1.75,30.0,3.5,8.0,60,M. Perley CGMP,1
