Region,Marker ,Jour,Mois,Année,Plongeur,Heading,Side,Site,Width (m),Transect,section,Depth_(ft),LC_(mm),sexe,Sa,Va,Du,Al,Gr,Co,Ca,Comments
CQ,,12,7,2019,Dgiard ,West,Right,CQ,1,I8-4,18,19,12,i,na,na,na,na,0.5,0.5,na,
CQ,,12,7,2019,Dgiard ,West,Right,CQ,1,I8-4,18,19,12,i,na,na,na,na,0.5,0.5,na,
CQ,,12,7,2019,Dgiard ,West,Right,CQ,1,I8-4,18,19,14,i,na,na,na,na,0.5,0.5,na,
CQ,,12,7,2019,Dgiard ,West,Right,CQ,1,I8-4,18,19,28,i,na,na,na,na,0.5,0.5,na,
CQ,,12,7,2019,Dgiard ,West,Right,CQ,1,I8-4,18,19,16,i,na,na,na,na,0.5,0.5,na,
CQ,,12,7,2019,Dgiard ,West,Right,CQ,1,I8-4,18,19,22,i,na,na,na,na,0.5,0.5,na,
CQ,,12,7,2019,Dgiard ,West,Right,CQ,1,I8-4,18,19,10,i,na,na,na,na,0.5,0.5,na,
CQ,,12,7,2019,Dgiard ,West,Right,CQ,1,I8-4,19,20,15,i,na,na,na,na,0.5,0.5,na,
CQ,,12,7,2019,Dgiard ,West,Right,CQ,1,I8-4,19,20,12,i,na,na,na,na,0.5,0.5,na,
CQ,,12,7,2019,Dgiard ,West,Right,CQ,1,I8-4,19,20,16,i,na,na,na,na,0.5,0.5,na,
CQ,,12,7,2019,Dgiard ,West,Right,CQ,1,I8-4,19,20,20,i,na,na,na,na,0.5,0.5,na,
CQ,,12,7,2019,Dgiard ,West,Right,CQ,1,I8-4,19,20,16,i,na,na,na,na,0.5,0.5,na,
CQ,,12,7,2019,Dgiard ,West,Right,CQ,1,I8-4,19,20,86,f,na,na,na,na,0.5,0.5,na,
CQ,,12,7,2019,Dgiard ,West,Right,CQ,1,I8-4,19,20,34,m,na,na,na,na,0.5,0.5,na,
CQ,,12,7,2019,Dgiard ,West,Right,CQ,1,I8-4,19,20,45,f,na,na,na,na,0.5,0.5,na,
CQ,,12,7,2019,Dgiard ,West,Right,CQ,1,I8-4,19,20,18,i,na,na,na,na,0.5,0.5,na,
CQ,,12,7,2019,Dgiard ,West,Right,CQ,1,I8-4,19,20,36,f,na,na,na,na,0.5,0.5,na,
CQ,,12,7,2019,Dgiard ,West,Right,CQ,1,I8-4,19,20,12,i,na,na,na,na,0.5,0.5,na,
CQ,,12,7,2019,Dgiard ,West,Right,CQ,1,I8-4,20,20,14,i,na,na,na,na,0.5,0.5,na,
CQ,,12,7,2019,Dgiard ,West,Right,CQ,1,I8-4,20,20,21,i,na,na,na,na,0.5,0.5,na,
CQ,,12,7,2019,Dgiard ,West,Right,CQ,1,I8-4,20,20,15,i,na,na,na,na,0.5,0.5,na,
CQ,,12,7,2019,Dgiard ,West,Right,CQ,1,I8-4,20,20,14,i,na,na,na,na,0.5,0.5,na,
CQ,,12,7,2019,Dgiard ,West,Right,CQ,1,I8-4,20,20,22,i,na,na,na,na,0.5,0.5,na,
CQ,,12,7,2019,Dgiard ,West,Right,CQ,1,I8-4,20,20,14,i,na,na,na,na,0.5,0.5,na,
CQ,,12,7,2019,Dgiard ,West,Right,CQ,1,I8-4,20,20,68,m,na,na,na,na,0.5,0.5,na,
CQ,,12,7,2019,Dgiard ,West,Right,CQ,1,I8-4,20,20,24,i,na,na,na,na,0.5,0.5,na,
CQ,,12,7,2019,Bcomeau,East,Right,CQ,1,I8-4,1,17,16,i,0.25,na,na,na,0.25,0.25,0.25,
CQ,,12,7,2019,Bcomeau,East,Right,CQ,1,I8-4,1,17,10,i,0.25,na,na,na,0.25,0.25,0.25,
CQ,,12,7,2019,Bcomeau,East,Right,CQ,1,I8-4,1,17,19,i,0.25,na,na,na,0.25,0.25,0.25,
CQ,,12,7,2019,Bcomeau,East,Right,CQ,1,I8-4,1,17,14,i,0.25,na,na,na,0.25,0.25,0.25,
CQ,,12,7,2019,Bcomeau,East,Right,CQ,1,I8-4,1,17,9,i,0.25,na,na,na,0.25,0.25,0.25,
CQ,,12,7,2019,Bcomeau,East,Right,CQ,1,I8-4,1,17,12,i,0.25,na,na,na,0.25,0.25,0.25,
CQ,,12,7,2019,Bcomeau,East,Right,CQ,1,I8-4,1,17,66,b1,0.25,na,na,na,0.25,0.25,0.25,
CQ,,12,7,2019,Bcomeau,East,Right,CQ,1,I8-4,1,17,35,f,0.25,na,na,na,0.25,0.25,0.25,
CQ,,12,7,2019,Bcomeau,East,Right,CQ,1,I8-4,1,17,60,f,0.25,na,na,na,0.25,0.25,0.25,
CQ,,12,7,2019,Bcomeau,East,Right,CQ,1,I8-4,1,17,21,f,0.25,na,na,na,0.25,0.25,0.25,
CQ,,12,7,2019,Bcomeau,East,Right,CQ,1,I8-4,1,17,12,i,0.25,na,na,na,0.25,0.25,0.25,
CQ,,12,7,2019,Bcomeau,East,Right,CQ,1,I8-4,1,17,12,i,0.25,na,na,na,0.25,0.25,0.25,
CQ,,12,7,2019,Bcomeau,East,Right,CQ,1,I8-4,1,17,16,i,0.25,na,na,na,0.25,0.25,0.25,
CQ,,12,7,2019,Bcomeau,East,Right,CQ,1,I8-4,1,17,10,i,0.25,na,na,na,0.25,0.25,0.25,
CQ,,12,7,2019,Bcomeau,East,Right,CQ,1,I8-4,1,17,12,i,0.25,na,na,na,0.25,0.25,0.25,
CQ,,12,7,2019,Bcomeau,East,Right,CQ,1,I8-4,1,17,15,i,0.25,na,na,na,0.25,0.25,0.25,
CQ,,12,7,2019,Bcomeau,East,Right,CQ,1,I8-4,1,17,40,m,0.25,na,na,na,0.25,0.25,0.25,
CQ,,12,7,2019,Bcomeau,East,Right,CQ,1,I8-4,2,17,40,f,na,na,na,na,0.33,0.33,0.33,
CQ,,12,7,2019,Bcomeau,East,Right,CQ,1,I8-4,2,17,24,f,na,na,na,na,0.33,0.33,0.33,
CQ,,12,7,2019,Bcomeau,East,Right,CQ,1,I8-4,2,17,11,i,na,na,na,na,0.33,0.33,0.33,
CQ,,12,7,2019,Bcomeau,East,Right,CQ,1,I8-4,2,17,14,i,na,na,na,na,0.33,0.33,0.33,
CQ,,12,7,2019,Bcomeau,East,Right,CQ,1,I8-4,2,17,11,i,na,na,na,na,0.33,0.33,0.33,
CQ,,12,7,2019,Bcomeau,East,Right,CQ,1,I8-4,2,17,12,i,na,na,na,na,0.33,0.33,0.33,
CQ,,12,7,2019,Bcomeau,East,Right,CQ,1,I8-4,2,17,13,i,na,na,na,na,0.33,0.33,0.33,
CQ,,12,7,2019,Bcomeau,East,Right,CQ,1,I8-4,2,17,20,i,na,na,na,na,0.33,0.33,0.33,
CQ,,12,7,2019,Bcomeau,East,Right,CQ,1,I8-4,2,17,12,i,na,na,na,na,0.33,0.33,0.33,
CQ,,12,7,2019,Bcomeau,East,Right,CQ,1,I8-4,2,17,12,i,na,na,na,na,0.33,0.33,0.33,
CQ,,12,7,2019,Bcomeau,East,Right,CQ,1,I8-4,2,17,11,i,na,na,na,na,0.33,0.33,0.33,
CQ,,12,7,2019,Bcomeau,East,Right,CQ,1,I8-4,2,17,10,i,na,na,na,na,0.33,0.33,0.33,
CQ,,12,7,2019,Bcomeau,East,Right,CQ,1,I8-4,2,17,10,i,na,na,na,na,0.33,0.33,0.33,
CQ,,12,7,2019,Bcomeau,East,Right,CQ,1,I8-4,2,17,21,m,na,na,na,na,0.33,0.33,0.33,
CQ,,12,7,2019,Bcomeau,East,Right,CQ,1,I8-4,3,17,21,f,na,na,na,0.25,0.25,0.25,0.25,
CQ,,12,7,2019,Bcomeau,East,Right,CQ,1,I8-4,3,17,21,f,na,na,na,0.25,0.25,0.25,0.25,
CQ,,12,7,2019,Bcomeau,East,Right,CQ,1,I8-4,3,17,38,f,na,na,na,0.25,0.25,0.25,0.25,
CQ,,12,7,2019,Bcomeau,East,Right,CQ,1,I8-4,3,17,12,i,na,na,na,0.25,0.25,0.25,0.25,
CQ,,12,7,2019,Bcomeau,East,Right,CQ,1,I8-4,3,17,18,i,na,na,na,0.25,0.25,0.25,0.25,
CQ,,12,7,2019,Bcomeau,East,Right,CQ,1,I8-4,3,17,12,i,na,na,na,0.25,0.25,0.25,0.25,
CQ,,12,7,2019,Bcomeau,East,Right,CQ,1,I8-4,3,17,13,i,na,na,na,0.25,0.25,0.25,0.25,
CQ,,12,7,2019,Bcomeau,East,Right,CQ,1,I8-4,3,17,15,i,na,na,na,0.25,0.25,0.25,0.25,
CQ,,12,7,2019,Bcomeau,East,Right,CQ,1,I8-4,3,17,15,i,na,na,na,0.25,0.25,0.25,0.25,
CQ,,12,7,2019,Bcomeau,East,Right,CQ,1,I8-4,3,17,20,i,na,na,na,0.25,0.25,0.25,0.25,
CQ,,12,7,2019,Bcomeau,East,Right,CQ,1,I8-4,3,17,18,i,na,na,na,0.25,0.25,0.25,0.25,
CQ,,12,7,2019,Bcomeau,East,Right,CQ,1,I8-4,3,17,60,m,na,na,na,0.25,0.25,0.25,0.25,
CQ,,12,7,2019,Bcomeau,East,Right,CQ,1,I8-4,3,17,28,m,na,na,na,0.25,0.25,0.25,0.25,
CQ,,12,7,2019,Bcomeau,East,Right,CQ,1,I8-4,4,16,25,f,na,na,na,0.25,0.25,0.25,0.25,
CQ,,12,7,2019,Bcomeau,East,Right,CQ,1,I8-4,4,16,32,f,na,na,na,0.25,0.25,0.25,0.25,
CQ,,12,7,2019,Bcomeau,East,Right,CQ,1,I8-4,4,16,44,f,na,na,na,0.25,0.25,0.25,0.25,
CQ,,12,7,2019,Bcomeau,East,Right,CQ,1,I8-4,4,16,20,i,na,na,na,0.25,0.25,0.25,0.25,
CQ,,12,7,2019,Bcomeau,East,Right,CQ,1,I8-4,4,16,25,m,na,na,na,0.25,0.25,0.25,0.25,
CQ,,12,7,2019,Bcomeau,East,Right,CQ,1,I8-4,4,16,11,i,na,na,na,0.25,0.25,0.25,0.25,
CQ,,12,7,2019,Bcomeau,East,Right,CQ,1,I8-4,4,16,58,f,na,na,na,0.25,0.25,0.25,0.25,
CQ,,12,7,2019,Bcomeau,East,Right,CQ,1,I8-4,4,16,12,i,na,na,na,0.25,0.25,0.25,0.25,
CQ,,12,7,2019,Bcomeau,East,Right,CQ,1,I8-4,4,16,12,i,na,na,na,0.25,0.25,0.25,0.25,
CQ,,12,7,2019,Bcomeau,East,Right,CQ,1,I8-4,4,16,13,i,na,na,na,0.25,0.25,0.25,0.25,
CQ,,12,7,2019,Bcomeau,East,Right,CQ,1,I8-4,4,16,10,i,na,na,na,0.25,0.25,0.25,0.25,
CQ,,12,7,2019,Bcomeau,East,Right,CQ,1,I8-4,4,16,20,i,na,na,na,0.25,0.25,0.25,0.25,
CQ,,12,7,2019,Bcomeau,East,Right,CQ,1,I8-4,4,16,11,i,na,na,na,0.25,0.25,0.25,0.25,
CQ,,12,7,2019,Bcomeau,East,Right,CQ,1,I8-4,4,16,14,i,na,na,na,0.25,0.25,0.25,0.25,
CQ,,12,7,2019,Bcomeau,East,Right,CQ,1,I8-4,4,16,17,i,na,na,na,0.25,0.25,0.25,0.25,
CQ,,12,7,2019,Bcomeau,East,Right,CQ,1,I8-4,4,16,30,f,na,na,na,0.25,0.25,0.25,0.25,
CQ,,12,7,2019,Bcomeau,East,Right,CQ,1,I8-4,5,16,35,f,na,na,na,na,0.33,0.33,0.33,
CQ,,12,7,2019,Bcomeau,East,Right,CQ,1,I8-4,5,16,29,f,na,na,na,na,0.33,0.33,0.33,
CQ,,12,7,2019,Bcomeau,East,Right,CQ,1,I8-4,5,16,29,f,na,na,na,na,0.33,0.33,0.33,
CQ,,12,7,2019,Bcomeau,East,Right,CQ,1,I8-4,5,16,13,i,na,na,na,na,0.33,0.33,0.33,
CQ,,12,7,2019,Bcomeau,East,Right,CQ,1,I8-4,5,16,14,i,na,na,na,na,0.33,0.33,0.33,
CQ,,12,7,2019,Bcomeau,East,Right,CQ,1,I8-4,5,16,10,i,na,na,na,na,0.33,0.33,0.33,
CQ,,12,7,2019,Bcomeau,East,Right,CQ,1,I8-4,5,16,15,i,na,na,na,na,0.33,0.33,0.33,
CQ,,12,7,2019,Bcomeau,East,Right,CQ,1,I8-4,5,16,14,i,na,na,na,na,0.33,0.33,0.33,
CQ,,12,7,2019,Bcomeau,East,Right,CQ,1,I8-4,5,16,12,i,na,na,na,na,0.33,0.33,0.33,
CQ,,12,7,2019,Bcomeau,East,Right,CQ,1,I8-4,5,16,16,i,na,na,na,na,0.33,0.33,0.33,
CQ,,12,7,2019,Bcomeau,East,Right,CQ,1,I8-4,5,16,12,i,na,na,na,na,0.33,0.33,0.33,
CQ,,12,7,2019,Bcomeau,East,Right,CQ,1,I8-4,5,16,14,i,na,na,na,na,0.33,0.33,0.33,
CQ,,12,7,2019,Bcomeau,East,Right,CQ,1,I8-4,5,16,11,i,na,na,na,na,0.33,0.33,0.33,
CQ,,12,7,2019,Bcomeau,East,Right,CQ,1,I8-4,5,16,12,i,na,na,na,na,0.33,0.33,0.33,
CQ,,12,7,2019,Bcomeau,East,Right,CQ,1,I8-4,5,16,32,m,na,na,na,na,0.33,0.33,0.33,
CQ,,12,7,2019,Bcomeau,East,Right,CQ,1,I8-4,5,16,21,m,na,na,na,na,0.33,0.33,0.33,
CQ,,12,7,2019,Bcomeau,East,Right,CQ,1,I8-4,5,16,30,m,na,na,na,na,0.33,0.33,0.33,
CQ,,12,7,2019,Bcomeau,East,Right,CQ,1,I8-4,6,17,22,f,na,na,na,0.25,0.25,0.25,0.25,
CQ,,12,7,2019,Bcomeau,East,Right,CQ,1,I8-4,6,17,76,f,na,na,na,0.25,0.25,0.25,0.25,
CQ,,12,7,2019,Bcomeau,East,Right,CQ,1,I8-4,6,17,26,f,na,na,na,0.25,0.25,0.25,0.25,
CQ,,12,7,2019,Bcomeau,East,Right,CQ,1,I8-4,6,17,42,f,na,na,na,0.25,0.25,0.25,0.25,
CQ,,12,7,2019,Bcomeau,East,Right,CQ,1,I8-4,6,17,63,f,na,na,na,0.25,0.25,0.25,0.25,
CQ,,12,7,2019,Bcomeau,East,Right,CQ,1,I8-4,6,17,34,f,na,na,na,0.25,0.25,0.25,0.25,
CQ,,12,7,2019,Bcomeau,East,Right,CQ,1,I8-4,6,17,14,i,na,na,na,0.25,0.25,0.25,0.25,
CQ,,12,7,2019,Bcomeau,East,Right,CQ,1,I8-4,6,17,13,i,na,na,na,0.25,0.25,0.25,0.25,
CQ,,12,7,2019,Bcomeau,East,Right,CQ,1,I8-4,6,17,18,i,na,na,na,0.25,0.25,0.25,0.25,
CQ,,12,7,2019,Bcomeau,East,Right,CQ,1,I8-4,6,17,17,i,na,na,na,0.25,0.25,0.25,0.25,
CQ,,12,7,2019,Bcomeau,East,Right,CQ,1,I8-4,6,17,13,i,na,na,na,0.25,0.25,0.25,0.25,
CQ,,12,7,2019,Bcomeau,East,Right,CQ,1,I8-4,6,17,14,i,na,na,na,0.25,0.25,0.25,0.25,
CQ,,12,7,2019,Bcomeau,East,Right,CQ,1,I8-4,6,17,13,i,na,na,na,0.25,0.25,0.25,0.25,
CQ,,12,7,2019,Bcomeau,East,Right,CQ,1,I8-4,6,17,30,m,na,na,na,0.25,0.25,0.25,0.25,
CQ,,12,7,2019,Bcomeau,East,Right,CQ,1,I8-4,6,17,38,m,na,na,na,0.25,0.25,0.25,0.25,
CQ,,12,7,2019,Bcomeau,East,Right,CQ,1,I8-4,6,17,26,m,na,na,na,0.25,0.25,0.25,0.25,
CQ,,12,7,2019,Bcomeau,East,Right,CQ,1,I8-4,6,17,53,m,na,na,na,0.25,0.25,0.25,0.25,
CQ,,12,7,2019,Bcomeau,East,Right,CQ,1,I8-4,6,17,25,m,na,na,na,0.25,0.25,0.25,0.25,
CQ,,12,7,2019,Bcomeau,East,Right,CQ,1,I8-4,6,17,12,i,na,na,na,0.25,0.25,0.25,0.25,
CQ,,12,7,2019,Bcomeau,East,Right,CQ,1,I8-4,7,17,33,f,na,na,na,0.25,0.25,0.25,0.25,
CQ,,12,7,2019,Bcomeau,East,Right,CQ,1,I8-4,7,17,52,f,na,na,na,0.25,0.25,0.25,0.25,
CQ,,12,7,2019,Bcomeau,East,Right,CQ,1,I8-4,7,17,46,f,na,na,na,0.25,0.25,0.25,0.25,
CQ,,12,7,2019,Bcomeau,East,Right,CQ,1,I8-4,7,17,25,f,na,na,na,0.25,0.25,0.25,0.25,
CQ,,12,7,2019,Bcomeau,East,Right,CQ,1,I8-4,7,17,24,f,na,na,na,0.25,0.25,0.25,0.25,
CQ,,12,7,2019,Bcomeau,East,Right,CQ,1,I8-4,7,17,12,i,na,na,na,0.25,0.25,0.25,0.25,
CQ,,12,7,2019,Bcomeau,East,Right,CQ,1,I8-4,7,17,11,i,na,na,na,0.25,0.25,0.25,0.25,
CQ,,12,7,2019,Bcomeau,East,Right,CQ,1,I8-4,7,17,13,i,na,na,na,0.25,0.25,0.25,0.25,
CQ,,12,7,2019,Bcomeau,East,Right,CQ,1,I8-4,7,17,8,i,na,na,na,0.25,0.25,0.25,0.25,
CQ,,12,7,2019,Bcomeau,East,Right,CQ,1,I8-4,7,17,16,i,na,na,na,0.25,0.25,0.25,0.25,
CQ,,12,7,2019,Bcomeau,East,Right,CQ,1,I8-4,7,17,17,i,na,na,na,0.25,0.25,0.25,0.25,
CQ,,12,7,2019,Bcomeau,East,Right,CQ,1,I8-4,7,17,19,i,na,na,na,0.25,0.25,0.25,0.25,
CQ,,12,7,2019,Bcomeau,East,Right,CQ,1,I8-4,7,17,11,i,na,na,na,0.25,0.25,0.25,0.25,
CQ,,12,7,2019,Bcomeau,East,Right,CQ,1,I8-4,7,17,12,i,na,na,na,0.25,0.25,0.25,0.25,
CQ,,12,7,2019,Bcomeau,East,Right,CQ,1,I8-4,7,17,12,i,na,na,na,0.25,0.25,0.25,0.25,
CQ,,12,7,2019,Bcomeau,East,Right,CQ,1,I8-4,7,17,71,m,na,na,na,0.25,0.25,0.25,0.25,
CQ,,12,7,2019,Bcomeau,East,Right,CQ,1,I8-4,7,17,25,m,na,na,na,0.25,0.25,0.25,0.25,
CQ,,12,7,2019,Bcomeau,East,Right,CQ,1,I8-4,8,17,25,f,na,na,na,na,0.33,0.33,0.33,
CQ,,12,7,2019,Bcomeau,East,Right,CQ,1,I8-4,8,17,20,i,na,na,na,na,0.33,0.33,0.33,
CQ,,12,7,2019,Bcomeau,East,Right,CQ,1,I8-4,8,17,17,i,na,na,na,na,0.33,0.33,0.33,
CQ,,12,7,2019,Bcomeau,East,Right,CQ,1,I8-4,8,17,20,i,na,na,na,na,0.33,0.33,0.33,
CQ,,12,7,2019,Bcomeau,East,Right,CQ,1,I8-4,8,17,12,i,na,na,na,na,0.33,0.33,0.33,
CQ,,12,7,2019,Bcomeau,East,Right,CQ,1,I8-4,8,17,16,i,na,na,na,na,0.33,0.33,0.33,
CQ,,12,7,2019,Bcomeau,East,Right,CQ,1,I8-4,8,17,12,i,na,na,na,na,0.33,0.33,0.33,
CQ,,12,7,2019,Bcomeau,East,Right,CQ,1,I8-4,8,17,37,m,na,na,na,na,0.33,0.33,0.33,
CQ,,12,7,2019,Bcomeau,East,Right,CQ,1,I8-4,8,17,43,m,na,na,na,na,0.33,0.33,0.33,
CQ,,12,7,2019,Bcomeau,East,Right,CQ,1,I8-4,9,17,31,f,na,na,na,na,0.33,0.33,0.33,
CQ,,12,7,2019,Bcomeau,East,Right,CQ,1,I8-4,9,17,26,f,na,na,na,na,0.33,0.33,0.33,
CQ,,12,7,2019,Bcomeau,East,Right,CQ,1,I8-4,9,17,12,i,na,na,na,na,0.33,0.33,0.33,
CQ,,12,7,2019,Bcomeau,East,Right,CQ,1,I8-4,9,17,20,i,na,na,na,na,0.33,0.33,0.33,
CQ,,12,7,2019,Bcomeau,East,Right,CQ,1,I8-4,9,17,16,i,na,na,na,na,0.33,0.33,0.33,
CQ,,12,7,2019,Bcomeau,East,Right,CQ,1,I8-4,9,17,11,i,na,na,na,na,0.33,0.33,0.33,
CQ,,12,7,2019,Bcomeau,East,Right,CQ,1,I8-4,9,17,12,i,na,na,na,na,0.33,0.33,0.33,
CQ,,12,7,2019,Bcomeau,East,Right,CQ,1,I8-4,9,17,17,i,na,na,na,na,0.33,0.33,0.33,
CQ,,12,7,2019,Bcomeau,East,Right,CQ,1,I8-4,9,17,13,i,na,na,na,na,0.33,0.33,0.33,
CQ,,12,7,2019,Bcomeau,East,Right,CQ,1,I8-4,9,17,20,i,na,na,na,na,0.33,0.33,0.33,
CQ,,12,7,2019,Bcomeau,East,Right,CQ,1,I8-4,9,17,40,m,na,na,na,na,0.33,0.33,0.33,
CQ,,12,7,2019,Bcomeau,East,Right,CQ,1,I8-4,9,17,28,m,na,na,na,na,0.33,0.33,0.33,
CQ,,12,7,2019,Bcomeau,East,Right,CQ,1,I8-4,9,17,41,m,na,na,na,na,0.33,0.33,0.33,
CQ,,12,7,2019,Bcomeau,East,Right,CQ,1,I8-4,10,18,30,f,na,na,0.25,na,0.25,0.25,0.25,
CQ,,12,7,2019,Bcomeau,East,Right,CQ,1,I8-4,10,18,13,i,na,na,0.25,na,0.25,0.25,0.25,
CQ,,12,7,2019,Bcomeau,East,Right,CQ,1,I8-4,10,18,12,i,na,na,0.25,na,0.25,0.25,0.25,
CQ,,12,7,2019,Bcomeau,East,Right,CQ,1,I8-4,10,18,12,i,na,na,0.25,na,0.25,0.25,0.25,
CQ,,12,7,2019,Bcomeau,East,Right,CQ,1,I8-4,10,18,15,i,na,na,0.25,na,0.25,0.25,0.25,
CQ,,12,7,2019,Bcomeau,East,Right,CQ,1,I8-4,10,18,65,m,na,na,0.25,na,0.25,0.25,0.25,
CQ,,12,7,2019,Bcomeau,East,Right,CQ,1,I8-4,10,18,32,m,na,na,0.25,na,0.25,0.25,0.25,
CQ,,12,7,2019,Bcomeau,East,Right,CQ,1,I8-4,10,18,30,m,na,na,0.25,na,0.25,0.25,0.25,
CQ,,12,7,2019,Bcomeau,East,Right,CQ,1,I8-4,11,18,58,f,na,na,na,na,0.33,0.33,0.33,
CQ,,12,7,2019,Bcomeau,East,Right,CQ,1,I8-4,11,18,36,f,na,na,na,na,0.33,0.33,0.33,
CQ,,12,7,2019,Bcomeau,East,Right,CQ,1,I8-4,11,18,15,i,na,na,na,na,0.33,0.33,0.33,
CQ,,12,7,2019,Bcomeau,East,Right,CQ,1,I8-4,11,18,14,i,na,na,na,na,0.33,0.33,0.33,
CQ,,12,7,2019,Bcomeau,East,Right,CQ,1,I8-4,11,18,14,i,na,na,na,na,0.33,0.33,0.33,
CQ,,12,7,2019,Bcomeau,East,Right,CQ,1,I8-4,11,18,15,i,na,na,na,na,0.33,0.33,0.33,
CQ,,12,7,2019,Bcomeau,East,Right,CQ,1,I8-4,11,18,23,m,na,na,na,na,0.33,0.33,0.33,
CQ,,12,7,2019,Bcomeau,East,Right,CQ,1,I8-4,11,18,65,m,na,na,na,na,0.33,0.33,0.33,
CQ,,12,7,2019,Bcomeau,East,Right,CQ,1,I8-4,12,18,36,f,na,na,0.25,na,0.25,0.25,0.25,
CQ,,12,7,2019,Bcomeau,East,Right,CQ,1,I8-4,12,18,30,f,na,na,0.25,na,0.25,0.25,0.25,
CQ,,12,7,2019,Bcomeau,East,Right,CQ,1,I8-4,12,18,24,f,na,na,0.25,na,0.25,0.25,0.25,
CQ,,12,7,2019,Bcomeau,East,Right,CQ,1,I8-4,12,18,11,i,na,na,0.25,na,0.25,0.25,0.25,
CQ,,12,7,2019,Bcomeau,East,Right,CQ,1,I8-4,12,18,18,i,na,na,0.25,na,0.25,0.25,0.25,
CQ,,12,7,2019,Bcomeau,East,Right,CQ,1,I8-4,12,18,12,i,na,na,0.25,na,0.25,0.25,0.25,
CQ,,12,7,2019,Bcomeau,East,Right,CQ,1,I8-4,12,18,42,m,na,na,0.25,na,0.25,0.25,0.25,
CQ,,12,7,2019,Bcomeau,East,Right,CQ,1,I8-4,13,18,70,B1,na,na,na,na,0.33,0.33,0.33,
CQ,,12,7,2019,Bcomeau,East,Right,CQ,1,I8-4,13,18,61,f,na,na,na,na,0.33,0.33,0.33,
CQ,,12,7,2019,Bcomeau,East,Right,CQ,1,I8-4,13,18,58,f,na,na,na,na,0.33,0.33,0.33,
CQ,,12,7,2019,Bcomeau,East,Right,CQ,1,I8-4,13,18,22,f,na,na,na,na,0.33,0.33,0.33,
CQ,,12,7,2019,Bcomeau,East,Right,CQ,1,I8-4,13,18,44,f,na,na,na,na,0.33,0.33,0.33,
CQ,,12,7,2019,Bcomeau,East,Right,CQ,1,I8-4,13,18,30,f,na,na,na,na,0.33,0.33,0.33,
CQ,,12,7,2019,Bcomeau,East,Right,CQ,1,I8-4,13,18,64,f,na,na,na,na,0.33,0.33,0.33,
CQ,,12,7,2019,Bcomeau,East,Right,CQ,1,I8-4,13,18,20,i,na,na,na,na,0.33,0.33,0.33,
CQ,,12,7,2019,Bcomeau,East,Right,CQ,1,I8-4,13,18,14,i,na,na,na,na,0.33,0.33,0.33,
CQ,,12,7,2019,Bcomeau,East,Right,CQ,1,I8-4,13,18,10,i,na,na,na,na,0.33,0.33,0.33,
CQ,,12,7,2019,Bcomeau,East,Right,CQ,1,I8-4,13,18,18,i,na,na,na,na,0.33,0.33,0.33,
CQ,,12,7,2019,Bcomeau,East,Right,CQ,1,I8-4,13,18,25,m,na,na,na,na,0.33,0.33,0.33,
CQ,,12,7,2019,Bcomeau,East,Right,CQ,1,I8-4,13,18,27,m,na,na,na,na,0.33,0.33,0.33,
CQ,,12,7,2019,Bcomeau,East,Right,CQ,1,I8-4,13,18,26,m,na,na,na,na,0.33,0.33,0.33,
CQ,,12,7,2019,Bcomeau,East,Right,CQ,1,I8-4,13,18,35,m,na,na,na,na,0.33,0.33,0.33,
CQ,,12,7,2019,Bcomeau,East,Right,CQ,1,I8-4,13,18,37,m,na,na,na,na,0.33,0.33,0.33,
CQ,,12,7,2019,Bcomeau,East,Right,CQ,1,I8-4,14,18,64,f,na,na,na,na,0.33,0.33,0.33,
CQ,,12,7,2019,Bcomeau,East,Right,CQ,1,I8-4,14,18,21,f,na,na,na,na,0.33,0.33,0.33,
CQ,,12,7,2019,Bcomeau,East,Right,CQ,1,I8-4,14,18,16,i,na,na,na,na,0.33,0.33,0.33,
CQ,,12,7,2019,Bcomeau,East,Right,CQ,1,I8-4,14,18,18,i,na,na,na,na,0.33,0.33,0.33,
CQ,,12,7,2019,Bcomeau,East,Right,CQ,1,I8-4,14,18,11,i,na,na,na,na,0.33,0.33,0.33,
CQ,,12,7,2019,Bcomeau,East,Right,CQ,1,I8-4,14,18,12,i,na,na,na,na,0.33,0.33,0.33,
CQ,,12,7,2019,Bcomeau,East,Right,CQ,1,I8-4,14,18,12,i,na,na,na,na,0.33,0.33,0.33,
CQ,,12,7,2019,Bcomeau,East,Right,CQ,1,I8-4,14,18,17,i,na,na,na,na,0.33,0.33,0.33,
CQ,,12,7,2019,Bcomeau,East,Right,CQ,1,I8-4,14,18,11,i,na,na,na,na,0.33,0.33,0.33,
CQ,,12,7,2019,Bcomeau,East,Right,CQ,1,I8-4,14,18,12,i,na,na,na,na,0.33,0.33,0.33,
CQ,,12,7,2019,Bcomeau,East,Right,CQ,1,I8-4,14,18,12,i,na,na,na,na,0.33,0.33,0.33,
CQ,,12,7,2019,Bcomeau,East,Right,CQ,1,I8-4,14,18,11,i,na,na,na,na,0.33,0.33,0.33,
CQ,,12,7,2019,Bcomeau,East,Right,CQ,1,I8-4,14,18,21,m,na,na,na,na,0.33,0.33,0.33,
CQ,,12,7,2019,Bcomeau,East,Right,CQ,1,I8-4,14,18,25,f,na,na,na,na,0.33,0.33,0.33,
CQ,,12,7,2019,Bcomeau,East,Right,CQ,1,I8-4,14,18,24,m,na,na,na,na,0.33,0.33,0.33,
