Region,Marker ,Jour,Mois,Année,Plongeur,Heading,Side,Site,Width (m),Transect,section,Depth_(ft),LC_(mm),sexe,Sa,Va,Du,Al,Gr,Co,Ca,Comments
CG,,11,6,2019,MOuellet,South,Right,CG,1,1,1,18,19,i,0,0,0,0,1,0,0,~1.25 m strip width - first time trying to do 1 m (away from line) and overestimated. Corrected later on and future 1 m done along line. 
CG,,11,6,2019,MOuellet,South,Right,CG,1,1,1,18,28,m,0,0,0,0,1,0,0,~1.25 m strip width - first time trying to do 1 m (away from line) and overestimated. Corrected later on and future 1 m done along line. 
CG,,11,6,2019,MOuellet,South,Right,CG,1,1,1,18,22,i,0,0,0,0,1,0,0,~1.25 m strip width - first time trying to do 1 m (away from line) and overestimated. Corrected later on and future 1 m done along line. 
CG,,11,6,2019,MOuellet,South,Right,CG,1,1,1,18,23,i,0,0,0,0,1,0,0,~1.25 m strip width - first time trying to do 1 m (away from line) and overestimated. Corrected later on and future 1 m done along line. 
CG,,11,6,2019,MOuellet,South,Right,CG,1,1,1,18,21,i,0,0,0,0,1,0,0,~1.25 m strip width - first time trying to do 1 m (away from line) and overestimated. Corrected later on and future 1 m done along line. 
CG,,11,6,2019,MOuellet,South,Right,CG,1,1,1,18,11,i,0,0,0,0,1,0,0,~1.25 m strip width - first time trying to do 1 m (away from line) and overestimated. Corrected later on and future 1 m done along line. 
CG,,11,6,2019,MOuellet,South,Right,CG,1,1,1,18,15,i,0,0,0,0,1,0,0,~1.25 m strip width - first time trying to do 1 m (away from line) and overestimated. Corrected later on and future 1 m done along line. 
CG,,11,6,2019,MOuellet,South,Right,CG,1,1,1,18,18,i,0,0,0,0,1,0,0,~1.25 m strip width - first time trying to do 1 m (away from line) and overestimated. Corrected later on and future 1 m done along line. 
CG,,11,6,2019,MOuellet,South,Right,CG,1,1,1,18,10,i,0,0,0,0,1,0,0,~1.25 m strip width - first time trying to do 1 m (away from line) and overestimated. Corrected later on and future 1 m done along line. 
CG,,11,6,2019,MOuellet,South,Right,CG,1,1,1,18,38,f,0,0,0,0,1,0,0,~1.25 m strip width - first time trying to do 1 m (away from line) and overestimated. Corrected later on and future 1 m done along line. 
CG,,11,6,2019,MOuellet,South,Right,CG,1,1,1,18,21,f,0,0,0,0,1,0,0,~1.25 m strip width - first time trying to do 1 m (away from line) and overestimated. Corrected later on and future 1 m done along line. 
CG,,11,6,2019,MOuellet,South,Right,CG,1,1,1,18,26,f,0,0,0,0,1,0,0,~1.25 m strip width - first time trying to do 1 m (away from line) and overestimated. Corrected later on and future 1 m done along line. 
CG,,11,6,2019,MOuellet,South,Right,CG,1,1,2,18,59,m,0.5,0,0,0,0,0.5,0,~1.25 m strip width - first time trying to do 1 m (away from line) and overestimated. Corrected later on and future 1 m done along line. 
CG,,11,6,2019,MOuellet,South,Right,CG,1,1,2,18,20,m,0.5,0,0,0,0,0.5,0,~1.25 m strip width - first time trying to do 1 m (away from line) and overestimated. Corrected later on and future 1 m done along line. 
CG,,11,6,2019,MOuellet,South,Right,CG,1,1,2,18,26,m,0.5,0,0,0,0,0.5,0,~1.25 m strip width - first time trying to do 1 m (away from line) and overestimated. Corrected later on and future 1 m done along line. 
CG,,11,6,2019,MOuellet,South,Right,CG,1,1,2,18,10,i,0.5,0,0,0,0,0.5,0,~1.25 m strip width - first time trying to do 1 m (away from line) and overestimated. Corrected later on and future 1 m done along line. 
CG,,11,6,2019,MOuellet,South,Right,CG,1,1,2,18,7,i,0.5,0,0,0,0,0.5,0,~1.25 m strip width - first time trying to do 1 m (away from line) and overestimated. Corrected later on and future 1 m done along line. 
CG,,11,6,2019,MOuellet,South,Right,CG,1,1,2,18,10,i,0.5,0,0,0,0,0.5,0,~1.25 m strip width - first time trying to do 1 m (away from line) and overestimated. Corrected later on and future 1 m done along line. 
CG,,11,6,2019,MOuellet,South,Right,CG,1,1,2,18,15,i,0.5,0,0,0,0,0.5,0,~1.25 m strip width - first time trying to do 1 m (away from line) and overestimated. Corrected later on and future 1 m done along line. 
CG,,11,6,2019,MOuellet,South,Right,CG,1,1,2,18,16,i,0.5,0,0,0,0,0.5,0,~1.25 m strip width - first time trying to do 1 m (away from line) and overestimated. Corrected later on and future 1 m done along line. 
CG,,11,6,2019,MOuellet,South,Right,CG,1,1,2,18,~25,i,0.5,0,0,0,0,0.5,0,~1.25 m strip width - first time trying to do 1 m (away from line) and overestimated. Corrected later on and future 1 m done along line. 
CG,,11,6,2019,MOuellet,South,Right,CG,1,1,2,18,17,i,0.5,0,0,0,0,0.5,0,~1.25 m strip width - first time trying to do 1 m (away from line) and overestimated. Corrected later on and future 1 m done along line. 
CG,,11,6,2019,MOuellet,South,Right,CG,1,1,2,18,40,f,0.5,0,0,0,0,0.5,0,~1.25 m strip width - first time trying to do 1 m (away from line) and overestimated. Corrected later on and future 1 m done along line. 
CG,,11,6,2019,MOuellet,South,Right,CG,1,1,3,18,20,m,0,0,0,0,0,1,0,~1.25 m strip width - first time trying to do 1 m (away from line) and overestimated. Corrected later on and future 1 m done along line. 
CG,,11,6,2019,MOuellet,South,Right,CG,1,1,3,18,~25,i,0,0,0,0,0,1,0,~1.25 m strip width - first time trying to do 1 m (away from line) and overestimated. Corrected later on and future 1 m done along line. 
CG,,11,6,2019,MOuellet,South,Right,CG,1,1,3,18,14,i,0,0,0,0,0,1,0,~1.25 m strip width - first time trying to do 1 m (away from line) and overestimated. Corrected later on and future 1 m done along line. 
CG,,11,6,2019,MOuellet,South,Right,CG,1,1,3,18,19,i,0,0,0,0,0,1,0,~1.25 m strip width - first time trying to do 1 m (away from line) and overestimated. Corrected later on and future 1 m done along line. 
CG,,11,6,2019,MOuellet,South,Right,CG,1,1,3,18,8,i,0,0,0,0,0,1,0,~1.25 m strip width - first time trying to do 1 m (away from line) and overestimated. Corrected later on and future 1 m done along line. 
CG,,11,6,2019,MOuellet,South,Right,CG,1,1,3,18,16,i,0,0,0,0,0,1,0,~1.25 m strip width - first time trying to do 1 m (away from line) and overestimated. Corrected later on and future 1 m done along line. 
CG,,11,6,2019,MOuellet,South,Right,CG,1,1,3,18,23,f,0,0,0,0,0,1,0,~1.25 m strip width - first time trying to do 1 m (away from line) and overestimated. Corrected later on and future 1 m done along line. 
CG,,11,6,2019,MOuellet,South,Right,CG,1,1,3,18,26,f,0,0,0,0,0,1,0,~1.25 m strip width - first time trying to do 1 m (away from line) and overestimated. Corrected later on and future 1 m done along line. 
CG,,11,6,2019,MOuellet,South,Right,CG,1,1,3,18,23,f,0,0,0,0,0,1,0,~1.25 m strip width - first time trying to do 1 m (away from line) and overestimated. Corrected later on and future 1 m done along line. 
CG,,11,6,2019,MOuellet,South,Right,CG,1,1,3,18,40,f,0,0,0,0,0,1,0,~1.25 m strip width - first time trying to do 1 m (away from line) and overestimated. Corrected later on and future 1 m done along line. 
CG,,11,6,2019,MOuellet,South,Right,CG,1,1,4,18,30,m,0.33,0,0,0,0.33,0,0.33,~1.25 m strip width - first time trying to do 1 m (away from line) and overestimated. Corrected later on and future 1 m done along line. 
CG,,11,6,2019,MOuellet,South,Right,CG,1,1,4,18,47,m,0.33,0,0,0,0.33,0,0.33,~1.25 m strip width - first time trying to do 1 m (away from line) and overestimated. Corrected later on and future 1 m done along line. 
CG,,11,6,2019,MOuellet,South,Right,CG,1,1,4,18,35,m,0.33,0,0,0,0.33,0,0.33,~1.25 m strip width - first time trying to do 1 m (away from line) and overestimated. Corrected later on and future 1 m done along line. 
CG,,11,6,2019,MOuellet,South,Right,CG,1,1,4,18,24,m,0.33,0,0,0,0.33,0,0.33,~1.25 m strip width - first time trying to do 1 m (away from line) and overestimated. Corrected later on and future 1 m done along line. 
CG,,11,6,2019,MOuellet,South,Right,CG,1,1,4,18,14,i,0.33,0,0,0,0.33,0,0.33,~1.25 m strip width - first time trying to do 1 m (away from line) and overestimated. Corrected later on and future 1 m done along line. 
CG,,11,6,2019,MOuellet,South,Right,CG,1,1,4,18,18,i,0.33,0,0,0,0.33,0,0.33,~1.25 m strip width - first time trying to do 1 m (away from line) and overestimated. Corrected later on and future 1 m done along line. 
CG,,11,6,2019,MOuellet,South,Right,CG,1,1,4,18,12,i,0.33,0,0,0,0.33,0,0.33,~1.25 m strip width - first time trying to do 1 m (away from line) and overestimated. Corrected later on and future 1 m done along line. 
CG,,11,6,2019,MOuellet,South,Right,CG,1,1,4,18,10,i,0.33,0,0,0,0.33,0,0.33,~1.25 m strip width - first time trying to do 1 m (away from line) and overestimated. Corrected later on and future 1 m done along line. 
CG,,11,6,2019,MOuellet,South,Right,CG,1,1,4,18,14,i,0.33,0,0,0,0.33,0,0.33,~1.25 m strip width - first time trying to do 1 m (away from line) and overestimated. Corrected later on and future 1 m done along line. 
CG,,11,6,2019,MOuellet,South,Right,CG,1,1,4,18,19,i,0.33,0,0,0,0.33,0,0.33,~1.25 m strip width - first time trying to do 1 m (away from line) and overestimated. Corrected later on and future 1 m done along line. 
CG,,11,6,2019,MOuellet,South,Right,CG,1,1,4,18,9,i,0.33,0,0,0,0.33,0,0.33,~1.25 m strip width - first time trying to do 1 m (away from line) and overestimated. Corrected later on and future 1 m done along line. 
CG,,11,6,2019,MOuellet,South,Right,CG,1,1,4,18,11,i,0.33,0,0,0,0.33,0,0.33,~1.25 m strip width - first time trying to do 1 m (away from line) and overestimated. Corrected later on and future 1 m done along line. 
CG,,11,6,2019,MOuellet,South,Right,CG,1,1,4,18,14,i,0.33,0,0,0,0.33,0,0.33,~1.25 m strip width - first time trying to do 1 m (away from line) and overestimated. Corrected later on and future 1 m done along line. 
CG,,11,6,2019,MOuellet,South,Right,CG,1,1,4,18,24,f,0.33,0,0,0,0.33,0,0.33,~1.25 m strip width - first time trying to do 1 m (away from line) and overestimated. Corrected later on and future 1 m done along line. 
CG,,11,6,2019,MOuellet,South,Right,CG,1,1,4,18,56,f,0.33,0,0,0,0.33,0,0.33,~1.25 m strip width - first time trying to do 1 m (away from line) and overestimated. Corrected later on and future 1 m done along line. 
CG,,11,6,2019,MOuellet,South,Right,CG,1,1,4,18,28,f,0.33,0,0,0,0.33,0,0.33,~1.25 m strip width - first time trying to do 1 m (away from line) and overestimated. Corrected later on and future 1 m done along line. 
CG,,11,6,2019,MOuellet,South,Right,CG,1,1,4,18,31,f,0.33,0,0,0,0.33,0,0.33,~1.25 m strip width - first time trying to do 1 m (away from line) and overestimated. Corrected later on and future 1 m done along line. 
CG,,11,6,2019,MOuellet,South,Right,CG,1,1,4,18,~28,i,0.33,0,0,0,0.33,0,0.33,~1.25 m strip width - first time trying to do 1 m (away from line) and overestimated. Corrected later on and future 1 m done along line. 
CG,,11,6,2019,MOuellet,South,Right,CG,1,1,5,18,29,m,0.5,0,0,0,0,0,0.5,
CG,,11,6,2019,MOuellet,South,Right,CG,1,1,5,18,7,i,0.5,0,0,0,0,0,0.5,
CG,,11,6,2019,MOuellet,South,Right,CG,1,1,5,18,27,f,0.5,0,0,0,0,0,0.5,
CG,,11,6,2019,MOuellet,South,Right,CG,1,1,5,18,30,f,0.5,0,0,0,0,0,0.5,
CG,,11,6,2019,MOuellet,South,Right,CG,1,1,5,18,28,f,0.5,0,0,0,0,0,0.5,
CG,,11,6,2019,MOuellet,South,Right,CG,1,1,5,18,60,f,0.5,0,0,0,0,0,0.5,
CG,,11,6,2019,MOuellet,South,Right,CG,1,1,5,18,30,f,0.5,0,0,0,0,0,0.5,
CG,,11,6,2019,MOuellet,South,Right,CG,1,1,6,18,28,m,0.5,0,0,0,0,0,0.5,Lots of sponges. 
CG,,11,6,2019,MOuellet,South,Right,CG,1,1,6,18,9,i,0.5,0,0,0,0,0,0.5,Lots of sponges. 
CG,,11,6,2019,MOuellet,South,Right,CG,1,1,6,18,16,i,0.5,0,0,0,0,0,0.5,Lots of sponges. 
CG,,11,6,2019,MOuellet,South,Right,CG,1,1,6,18,19,i,0.5,0,0,0,0,0,0.5,Lots of sponges. 
CG,,11,6,2019,MOuellet,South,Right,CG,1,1,6,18,25,f,0.5,0,0,0,0,0,0.5,Lots of sponges. 
CG,,11,6,2019,MOuellet,South,Right,CG,1,1,6,18,~42,i,0.5,0,0,0,0,0,0.5,Lots of sponges. 
CG,,11,6,2019,MOuellet,South,Right,CG,1,1,6,18,~29,i,0.5,0,0,0,0,0,0.5,Lots of sponges. 
CG,,11,6,2019,MOuellet,South,Right,CG,1,1,7,18,104,m,0,0,0,0,0,0,1,
CG,,11,6,2019,MOuellet,South,Right,CG,1,1,7,18,48,m,0,0,0,0,0,0,1,
CG,,11,6,2019,MOuellet,South,Right,CG,1,1,7,18,33,m,0,0,0,0,0,0,1,
CG,,11,6,2019,MOuellet,South,Right,CG,1,1,7,18,23,m,0,0,0,0,0,0,1,
CG,,11,6,2019,MOuellet,South,Right,CG,1,1,7,18,9,i,0,0,0,0,0,0,1,
CG,,11,6,2019,MOuellet,South,Right,CG,1,1,7,18,20,f,0,0,0,0,0,0,1,
CG,,11,6,2019,Bcomeau,South,Right,CG,1,1,8,18,10,i,na,na,na,na,na,na,na,?incomplete 5m square
CG,,11,6,2019,Bcomeau,South,Right,CG,1,1,8,18,10,i,na,na,na,na,na,na,na,?incomplete 5m square
CG,,11,6,2019,Bcomeau,South,Right,CG,1,1,8,18,22,m,na,na,na,na,na,na,na,?incomplete 5m square
CG,,11,6,2019,Bcomeau,South,Right,CG,1,1,8,18,26,m,na,na,na,na,na,na,na,?incomplete 5m square
CG,,11,6,2019,Bcomeau,South,Right,CG,1,1,8,18,27,m,na,na,na,na,na,na,na,?incomplete 5m square
CG,,11,6,2019,Bcomeau,South,Right,CG,1,1,8,18,48,m,na,na,na,na,na,na,na,?incomplete 5m square
CG,,11,6,2019,Bcomeau,South,Right,CG,1,1,8,18,69,f,na,na,na,na,na,na,na,?incomplete 5m square
CG,,11,6,2019,Bcomeau,South,Right,CG,1,1,8,18,30,f,na,na,na,na,na,na,na,?incomplete 5m square
CG,,11,6,2019,Bcomeau,South,Right,CG,1,1,8,18,22,f,na,na,na,na,na,na,na,?incomplete 5m square
CG,,11,6,2019,PHanley,South,Left,CG,1,1,1,na,26,f,0.25,0.25,0,0,0.25,0.25,0,
CG,,11,6,2019,PHanley,South,Left,CG,1,1,1,na,58,m,0.25,0.25,0,0,0.25,0.25,0,
CG,,11,6,2019,PHanley,South,Left,CG,1,1,1,na,26,i,0.25,0.25,0,0,0.25,0.25,0,
CG,,11,6,2019,PHanley,South,Left,CG,1,1,1,na,10,i,0.25,0.25,0,0,0.25,0.25,0,
CG,,11,6,2019,PHanley,South,Left,CG,1,1,1,na,58,i,0.25,0.25,0,0,0.25,0.25,0,
CG,,11,6,2019,PHanley,South,Left,CG,1,1,1,na,22,f,0.25,0.25,0,0,0.25,0.25,0,
CG,,11,6,2019,PHanley,South,Left,CG,1,1,1,na,10,i,0.25,0.25,0,0,0.25,0.25,0,
CG,,11,6,2019,PHanley,South,Left,CG,1,1,1,na,32,f,0.25,0.25,0,0,0.25,0.25,0,
CG,,11,6,2019,PHanley,South,Left,CG,1,1,1,na,39,f,0.25,0.25,0,0,0.25,0.25,0,
CG,,11,6,2019,PHanley,South,Left,CG,1,1,2,na,25,f,na,na,na,na,na,na,na,
CG,,11,6,2019,PHanley,South,Left,CG,1,1,3,na,37,m,na,na,na,na,na,na,na,
CG,,11,6,2019,PHanley,South,Left,CG,1,1,3,na,26,m,na,na,na,na,na,na,na,
CG,,11,6,2019,PHanley,South,Left,CG,1,1,3,na,26,m,na,na,na,na,na,na,na,
CG,,11,6,2019,PHanley,South,Left,CG,1,1,3,na,32,f,na,na,na,na,na,na,na,
CG,,11,6,2019,PHanley,South,Left,CG,1,1,3,na,6,i,na,na,na,na,na,na,na,
CG,,11,6,2019,PHanley,South,Left,CG,1,1,3,na,12,i,na,na,na,na,na,na,na,
CG,,11,6,2019,PHanley,South,Left,CG,1,1,3,na,22,f,na,na,na,na,na,na,na,
CG,,11,6,2019,PHanley,South,Left,CG,1,1,3,na,11,i,na,na,na,na,na,na,na,
CG,,11,6,2019,PHanley,South,Left,CG,1,1,3,na,9,i,na,na,na,na,na,na,na,
CG,,11,6,2019,PHanley,South,Left,CG,1,1,3,na,10,i,na,na,na,na,na,na,na,
CG,,11,6,2019,PHanley,South,Left,CG,1,1,3,na,9,i,na,na,na,na,na,na,na,
CG,,11,6,2019,PHanley,South,Left,CG,1,1,3,na,27,m,na,na,na,na,na,na,na,
CG,,11,6,2019,PHanley,South,Left,CG,1,1,3,na,27,m,na,na,na,na,na,na,na,
CG,,11,6,2019,PHanley,South,Left,CG,1,1,3,na,13,i,na,na,na,na,na,na,na,
CG,,11,6,2019,PHanley,South,Left,CG,1,1,3,na,7,i,na,na,na,na,na,na,na,
CG,,11,6,2019,PHanley,South,Left,CG,1,1,3,na,18,m,na,na,na,na,na,na,na,
CG,,11,6,2019,PHanley,South,Left,CG,1,1,3,na,11,m,na,na,na,na,na,na,na,
CG,,11,6,2019,PHanley,South,Left,CG,1,1,3,na,26,m,na,na,na,na,na,na,na,
CG,,11,6,2019,PHanley,South,Left,CG,1,1,3,na,16,f,na,na,na,na,na,na,na,
CG,,11,6,2019,PHanley,South,Left,CG,1,1,3,na,11,i,na,na,na,na,na,na,na,
CG,,11,6,2019,PHanley,South,Left,CG,1,1,3,na,19,m,na,na,na,na,na,na,na,
CG,,11,6,2019,PHanley,South,Left,CG,1,1,4,na,11,i,na,na,na,na,na,na,na,
CG,,11,6,2019,PHanley,South,Left,CG,1,1,4,na,9,i,na,na,na,na,na,na,na,
CG,,11,6,2019,PHanley,South,Left,CG,1,1,4,na,8,i,na,na,na,na,na,na,na,
CG,,11,6,2019,PHanley,South,Left,CG,1,1,4,na,7,i,na,na,na,na,na,na,na,
CG,,11,6,2019,PHanley,South,Left,CG,1,1,4,na,9,i,na,na,na,na,na,na,na,
CG,,11,6,2019,PHanley,South,Left,CG,1,1,4,na,10,i,na,na,na,na,na,na,na,
CG,,11,6,2019,PHanley,South,Left,CG,1,1,4,na,~26,i,na,na,na,na,na,na,na,
CG,,11,6,2019,PHanley,South,Left,CG,1,1,4,na,~58,i,na,na,na,na,na,na,na,
CG,,11,6,2019,PHanley,South,Left,CG,1,1,4,na,20,m,na,na,na,na,na,na,na,
CG,,11,6,2019,PHanley,South,Left,CG,1,1,4,na,9,i,na,na,na,na,na,na,na,
CG,,11,6,2019,PHanley,South,Left,CG,1,1,4,na,25,m,na,na,na,na,na,na,na,
CG,,11,6,2019,PHanley,South,Left,CG,1,1,4,na,25,m,na,na,na,na,na,na,na,
CG,,11,6,2019,PHanley,South,Left,CG,1,1,4,na,44,m,na,na,na,na,na,na,na,
CG,,11,6,2019,PHanley,South,Left,CG,1,1,5,na,20,m,na,na,na,na,na,na,na,
CG,,11,6,2019,PHanley,South,Left,CG,1,1,5,na,43,f,na,na,na,na,na,na,na,
CG,,11,6,2019,PHanley,South,Left,CG,1,1,5,na,26,i,na,na,na,na,na,na,na,
CG,,11,6,2019,PHanley,South,Left,CG,1,1,5,na,9,i,na,na,na,na,na,na,na,
CG,,11,6,2019,PHanley,South,Left,CG,1,1,5,na,7,i,na,na,na,na,na,na,na,
CG,,11,6,2019,PHanley,South,Left,CG,1,1,5,na,16,i,na,na,na,na,na,na,na,
CG,,11,6,2019,PHanley,South,Left,CG,1,1,5,na,30,m,na,na,na,na,na,na,na,
CG,,11,6,2019,PHanley,South,Left,CG,1,1,5,na,29,f,na,na,na,na,na,na,na,
CG,,11,6,2019,PHanley,South,Left,CG,1,1,6,na,9,i,na,na,na,na,na,na,na,
CG,,11,6,2019,PHanley,South,Left,CG,1,1,6,na,38,m,na,na,na,na,na,na,na,
CG,,11,6,2019,PHanley,South,Left,CG,1,1,6,na,39,m,na,na,na,na,na,na,na,
CG,,11,6,2019,PHanley,South,Left,CG,1,1,6,na,29,f,na,na,na,na,na,na,na,
CG,,11,6,2019,PHanley,South,Left,CG,1,1,6,na,20,i,na,na,na,na,na,na,na,
CG,,11,6,2019,PHanley,South,Left,CG,1,1,6,na,8,i,na,na,na,na,na,na,na,
CG,,11,6,2019,PHanley,South,Left,CG,1,1,6,na,22,f,na,na,na,na,na,na,na,
CG,,11,6,2019,PHanley,South,Left,CG,1,1,6,na,15,i,na,na,na,na,na,na,na,
CG,,11,6,2019,PHanley,South,Left,CG,1,1,6,na,25,f,na,na,na,na,na,na,na,
CG,,11,6,2019,PHanley,South,Left,CG,1,1,6,na,19,i,na,na,na,na,na,na,na,
CG,,11,6,2019,PHanley,South,Left,CG,1,1,6,na,~21,i,na,na,na,na,na,na,na,
CG,,11,6,2019,PHanley,South,Left,CG,1,1,7,na,26,f,na,na,na,na,na,na,na,
CG,,11,6,2019,PHanley,South,Left,CG,1,1,7,na,11,i,na,na,na,na,na,na,na,
CG,,11,6,2019,PHanley,South,Left,CG,1,1,7,na,17,f,na,na,na,na,na,na,na,
CG,,11,6,2019,PHanley,South,Left,CG,1,1,7,na,14,i,na,na,na,na,na,na,na,
CG,,11,6,2019,PHanley,South,Left,CG,1,1,7,na,26,f,na,na,na,na,na,na,na,
CG,,11,6,2019,PHanley,South,Left,CG,1,1,7,na,34,m,na,na,na,na,na,na,na,
CG,,11,6,2019,PHanley,South,Left,CG,1,1,7,na,14,i,na,na,na,na,na,na,na,
CG,,11,6,2019,PHanley,South,Left,CG,1,1,7,na,30,i,na,na,na,na,na,na,na,
CG,,11,6,2019,PHanley,South,Left,CG,1,1,8,na,32,f,na,na,na,na,na,na,na,incomplete 5m square
CG,,11,6,2019,PHanley,South,Left,CG,1,1,8,na,9,i,na,na,na,na,na,na,na,incomplete 5m square
CG,,13,6,2019,PHanley,South,Left,CG,1,4,1,17,30,f,0.2,0.2,na,0.2,0.2,na,0.2,
CG,,13,6,2019,PHanley,South,Left,CG,1,4,1,17,24,f,0.2,0.2,na,0.2,0.2,na,0.2,
CG,,13,6,2019,PHanley,South,Left,CG,1,4,1,17,10,i,0.2,0.2,na,0.2,0.2,na,0.2,
CG,,13,6,2019,PHanley,South,Left,CG,1,4,2,na,27,f,na,na,na,na,na,na,na,
CG,,13,6,2019,PHanley,South,Left,CG,1,4,2,na,20,f,na,na,na,na,na,na,na,
CG,,13,6,2019,PHanley,South,Left,CG,1,4,2,na,23,i,na,na,na,na,na,na,na,
CG,,13,6,2019,PHanley,South,Left,CG,1,4,2,na,23,m,na,na,na,na,na,na,na,
CG,,13,6,2019,PHanley,South,Left,CG,1,4,2,na,57,m,na,na,na,na,na,na,na,
CG,,13,6,2019,PHanley,South,Left,CG,1,4,2,na,23,m,na,na,na,na,na,na,na,
CG,,13,6,2019,PHanley,South,Left,CG,1,4,3,na,48,f,na,na,na,na,na,na,na,
CG,,13,6,2019,PHanley,South,Left,CG,1,4,3,na,22,f,na,na,na,na,na,na,na,
CG,,13,6,2019,PHanley,South,Left,CG,1,4,3,na,33,m,na,na,na,na,na,na,na,
CG,,13,6,2019,PHanley,South,Left,CG,1,4,3,na,18,m,na,na,na,na,na,na,na,
CG,,13,6,2019,PHanley,South,Left,CG,1,4,3,na,38,m,na,na,na,na,na,na,na,
CG,,13,6,2019,PHanley,South,Left,CG,1,4,3,na,30,m,na,na,na,na,na,na,na,
CG,,13,6,2019,PHanley,South,Left,CG,1,4,4,na,54,f,na,na,na,na,na,na,na,
CG,,13,6,2019,PHanley,South,Left,CG,1,4,4,na,26,f,na,na,na,na,na,na,na,
CG,,13,6,2019,PHanley,South,Left,CG,1,4,4,na,26,f,na,na,na,na,na,na,na,
CG,,13,6,2019,PHanley,South,Left,CG,1,4,4,na,24,i,na,na,na,na,na,na,na,
CG,,13,6,2019,PHanley,South,Left,CG,1,4,4,na,~28,i,na,na,na,na,na,na,na,
CG,,13,6,2019,PHanley,South,Left,CG,1,4,4,na,31,m,na,na,na,na,na,na,na,
CG,,13,6,2019,PHanley,South,Left,CG,1,4,4,na,66,m,na,na,na,na,na,na,na,
CG,,13,6,2019,PHanley,South,Left,CG,1,4,4,na,22,m,na,na,na,na,na,na,na,
CG,,13,6,2019,PHanley,South,Left,CG,1,4,4,na,37,m,na,na,na,na,na,na,na,
CG,,13,6,2019,PHanley,South,Left,CG,1,4,4,na,21,m,na,na,na,na,na,na,na,
CG,,13,6,2019,PHanley,South,Left,CG,1,4,5,na,61,f,na,na,na,na,na,na,na,
CG,,13,6,2019,PHanley,South,Left,CG,1,4,5,na,26,f,na,na,na,na,na,na,na,
CG,,13,6,2019,PHanley,South,Left,CG,1,4,5,na,~33,i,na,na,na,na,na,na,na,
CG,,13,6,2019,PHanley,South,Left,CG,1,4,5,na,11,i,na,na,na,na,na,na,na,
CG,,13,6,2019,PHanley,South,Left,CG,1,4,5,na,19,i,na,na,na,na,na,na,na,
CG,,13,6,2019,PHanley,South,Left,CG,1,4,6,na,21,f,na,na,na,0.25,0.25,0.25,0.25,
CG,,13,6,2019,PHanley,South,Left,CG,1,4,6,na,66,f,na,na,na,0.25,0.25,0.25,0.25,
CG,,13,6,2019,PHanley,South,Left,CG,1,4,6,na,~61,i,na,na,na,0.25,0.25,0.25,0.25,
CG,,13,6,2019,PHanley,South,Left,CG,1,4,6,na,~56,i,na,na,na,0.25,0.25,0.25,0.25,
CG,,13,6,2019,PHanley,South,Left,CG,1,4,6,na,23,i,na,na,na,0.25,0.25,0.25,0.25,
CG,,13,6,2019,PHanley,South,Left,CG,1,4,6,na,11,i,na,na,na,0.25,0.25,0.25,0.25,
CG,,13,6,2019,PHanley,South,Left,CG,1,4,6,na,50,m,na,na,na,0.25,0.25,0.25,0.25,
CG,,13,6,2019,PHanley,South,Left,CG,1,4,6,na,42,m,na,na,na,0.25,0.25,0.25,0.25,
CG,,13,6,2019,PHanley,South,Left,CG,1,4,6,na,55,m,na,na,na,0.25,0.25,0.25,0.25,
CG,,13,6,2019,PHanley,South,Left,CG,1,4,6,na,49,m,na,na,na,0.25,0.25,0.25,0.25,
CG,,13,6,2019,PHanley,South,Left,CG,1,4,6,na,28,m,na,na,na,0.25,0.25,0.25,0.25,
CG,,13,6,2019,PHanley,South,Left,CG,1,4,7,na,52,f,na,na,na,0.33,0.33,0.33,na,
CG,,13,6,2019,PHanley,South,Left,CG,1,4,7,na,20,f,na,na,na,0.33,0.33,0.33,na,
CG,,13,6,2019,PHanley,South,Left,CG,1,4,7,na,28,f,na,na,na,0.33,0.33,0.33,na,
CG,,13,6,2019,PHanley,South,Left,CG,1,4,7,na,27,f,na,na,na,0.33,0.33,0.33,na,
CG,,13,6,2019,PHanley,South,Left,CG,1,4,7,na,35,i,na,na,na,0.33,0.33,0.33,na,
CG,,13,6,2019,PHanley,South,Left,CG,1,4,7,na,~61,i,na,na,na,0.33,0.33,0.33,na,
CG,,13,6,2019,PHanley,South,Left,CG,1,4,8,na,46,f,na,na,na,na,na,na,na,
CG,,13,6,2019,PHanley,South,Left,CG,1,4,8,na,33,f,na,na,na,na,na,na,na,
CG,,13,6,2019,PHanley,South,Left,CG,1,4,8,na,45,f,na,na,na,na,na,na,na,
CG,,13,6,2019,PHanley,South,Left,CG,1,4,8,na,47,f,na,na,na,na,na,na,na,
CG,,13,6,2019,PHanley,South,Left,CG,1,4,8,na,26,i,na,na,na,na,na,na,na,
CG,,13,6,2019,PHanley,South,Left,CG,1,4,8,na,11,i,na,na,na,na,na,na,na,
CG,,13,6,2019,PHanley,South,Left,CG,1,4,8,na,23,i,na,na,na,na,na,na,na,
CG,,13,6,2019,PHanley,South,Left,CG,1,4,8,na,~41,i,na,na,na,na,na,na,na,
CG,,13,6,2019,PHanley,South,Left,CG,1,4,8,na,~26,i,na,na,na,na,na,na,na,
CG,,13,6,2019,PHanley,South,Left,CG,1,4,8,na,26,m,na,na,na,na,na,na,na,
CG,,13,6,2019,PHanley,South,Left,CG,1,4,8,na,22,m,na,na,na,na,na,na,na,
