 1, The Status of Redfish in Unit 1 (Gulf of St. Lawrence) in 1998,                                   L'état du stock de sébaste de l'unité 1 (Gulf of St. Lawrence) en 1998,  , 1999, 132, 38, 1015,  ,  ,  , 1, 2, 2, 3, 4
 2, Status of Coho Salmon Stocks Adjacent to the Strait of Georgia, including the lower Fraser River,                                                                       ,  , 1999, 133, 76, 419,   ,  ,  , 1, 2, 2, 3, 8
