    series, title_en,                                                                                         title_fr,                                                               title_in, pub_year, pub_num, lead_author,                                         other_author, pages, pdf_size, keywords, citation, client, description, lead_region
 1, RES,    The Status of Redfish in Unit 1 (Gulf of St. Lawrence) in 1998,                                   L'état du stock de sébaste de l'unité 1 (Gulf of St. Lawrence) en 1998,         , 1999,     132,     Morin B. Bernier B. St-Hilaire N.,                               , 38,    1015,             ,         ,       ,            , 4
 2, RES,    Status of Coho Salmon Stocks Adjacent to the Strait of Georgia, including the lower Fraser River,                                                                       ,         , 1999,     133,     Simpson K. Semple R. Baillie S. Adkins B. Lehmann S.,            , 76,    419,              ,         ,       ,            , 8
