"VESSEL_CODE"	"NAME"	"VESSEL_ID"
"#2B 1030"	"#2B 1030"	
"#32016"	"#32016"	
"#33642"	"#33642"	
"'TI GERRY"	"'TI GERRY"	
"( NO NAME )  ?"	"( NO NAME )  ?"	
"156876"	"POSIEDON"	"156876"
"156877"	"2B-3377"	"156877"
"156878"	"SPIRIT OF THE SEA"	"156878"
"156879"	"ANCIENT MARINER 1"	"156879"
"156880"	"MARINER'S DREAM"	"156880"
"156881"	"IVA DAWN 96"	"156881"
"156882"	"FIDLIS G"	"156882"
"156883"	"ROLLING THUNDER"	"156883"
"156884"	"CHOPPY WATERS"	"156884"
"156885"	"MERMAID'S CATCH"	"156885"
"156886"	"JILLY & JENN"	"156886"
"156887"	"2B-4755"	"156887"
"156888"	"GIMME SHELTER 1"	"156888"
"156889"	"WAVE RIDER I"	"156889"
"156890"	"WINDJAMMER II"	"156890"
"156891"	"WHISPERING WIND I"	"156891"
"156892"	"WEATHER OAR KNOT 11"	"156892"
"156893"	"ATLANTIC LADY 1"	"156893"
"156894"	"REEF CREEPER"	"156894"
"156895"	"STURGEON CRUSIER"	"156895"
"156896"	"MIDNIGHT OIL"	"156896"
"156897"	"ERIN,LOGAN,ELIZABE"	"156897"
"156898"	"TIDE & TIME"	"156898"
"156899"	"MISS PATRICIA MARIE"	"156899"
"156900"	"NOLAN & HALEY"	"156900"
"156901"	"ELLA C"	"156901"
"156902"	"MARY ANNE RAE"	"156902"
"156903"	"MY NAUGHTY GALS"	"156903"
"156904"	"SEEKING SANCTUARY"	"156904"
"156905"	"JENNA RAE DIANNE"	"156905"
"156906"	"DUE SOUTH 96"	"156906"
"156907"	"LITTLE PRINCESS"	"156907"
"156908"	"SPRING MIRAGE"	"156908"
"156909"	"CLAYTON D"	"156909"
"156910"	"HARBOUR BREEZE"	"156910"
"156911"	"PLEASURE SEEKER"	"156911"
"156912"	"CAPTAIN MORGAN"	"156912"
"156913"	"PROUD DADDY 97"	"156913"
"156914"	"STRAIT CROSSING"	"156914"
"156915"	"TYLER'S FIRST"	"156915"
"156916"	"NEW HORIZON"	"156916"
"156917"	"JUST N MITCH"	"156917"
"156918"	"SEA CAPER 1"	"156918"
"156919"	"KRISTEN MICHELLE 11"	"156919"
"156920"	"THE GUARDIAN SHIP"	"156920"
"156921"	"NORWAY STAR"	"156921"
"156922"	"MELLISSA JAYNE"	"156922"
"156923"	"C06213PE"	"156923"
"156924"	"LADY JENALEE"	"156924"
"156925"	"NAVIGATOR"	"156925"
"156926"	"JENNY & JASON"	"156926"
"156927"	"BLUE BAYOU I"	"156927"
"156928"	"U WISH"	"156928"
"156929"	"FOREVER YOUNG"	"156929"
"156930"	"NO SWEAT"	"156930"
"156931"	"GLASS GLIDER"	"156931"
"156932"	"GOOD ENOUGH 97"	"156932"
"156933"	"PAL-O-MINE"	"156933"
"156934"	"OCEAN HUNTER 1"	"156934"
"156935"	"DARREN GLENN I"	"156935"
"156936"	"SKIPPER DYLAN"	"156936"
"156937"	"MISS NEW LONDON"	"156937"
"156938"	"WHITE WATER '97"	"156938"
"156939"	"WHY KNOT 97"	"156939"
"156940"	"FLOATING A LOAN 1"	"156940"
"156941"	"SKIPJACK 1"	"156941"
"156942"	"CARLA'S DESTINY"	"156942"
"156943"	"HIGH BANK"	"156943"
"156944"	"1B-2695"	"156944"
"156945"	"SLO POKE 97"	"156945"
"156946"	"1B-2704"	"156946"
"156947"	"MORNING BLAZE"	"156947"
"156948"	"WEST SIDE LADY"	"156948"
"156949"	"DAWN'S PRIDE 97"	"156949"
"156950"	"YANKEE GAIL"	"156950"
"156951"	"1-B2718"	"156951"
"156952"	"JACK"	"156952"
"156953"	"1B-2725"	"156953"
"156954"	"BRANDON MATTHEW"	"156954"
"156955"	"KEEP IT SIMPLE"	"156955"
"156956"	"SUNRISE SAIL"	"156956"
"156957"	"JENNIFER & PAMELA 11"	"156957"
"156959"	"PEGGIES TWO"	"156959"
"156960"	"SHOOTING STAR 1"	"156960"
"156961"	"WESTERN LIGHT"	"156961"
"156962"	"2B4390"	"156962"
"156963"	"TAKE A CHANCE"	"156963"
"156964"	"RAMPAGE I"	"156964"
"156965"	"LET'ER POUND"	"156965"
"156966"	"POUND FOR POUND"	"156966"
"156967"	"LIL MS CHERYL"	"156967"
"156968"	"SPRING RENEGADE"	"156968"
"156969"	"I'D RATHER HAVE RUFFLES"	"156969"
"156970"	"SHELBY MINE"	"156970"
"156971"	"MISS BONNIE 11"	"156971"
"156972"	"CHRISTINA & BROOKE"	"156972"
"156973"	"FABULOUS VOYAGE"	"156973"
"156974"	"CATCH N A BREEZE"	"156974"
"156975"	"THE GIMLET"	"156975"
"156976"	"LAST RESOLVE"	"156976"
"156977"	"FLYING HAWK III"	"156977"
"156978"	"KRISTINA STAR"	"156978"
"156979"	"DAVID'S GIRL'S"	"156979"
"156980"	"CAPTAIN SCOTT"	"156980"
"156981"	"NICOLLE RYAN"	"156981"
"156982"	"JEREMY'S PRIDE"	"156982"
"156983"	"WENDY'S PRIDE"	"156983"
"156984"	"LOU WINNIGAN"	"156984"
"156986"	"MISS VANESSA NO 1"	"156986"
"156987"	"LITTLE DARCI"	"156987"
"156988"	"RYES N'SHINE 97"	"156988"
"156989"	"SELDOM SEEN"	"156989"
"156990"	"LEDGE LADY"	"156990"
"156991"	"SEAS THE MOMENT"	"156991"
"156992"	"CROWBUSH"	"156992"
"156993"	"LAST RESORT"	"156993"
"156994"	"NIGEL J"	"156994"
"156995"	"LISA  MARY D & CRYSTAL"	"156995"
"156996"	"SURF LADY"	"156996"
"156997"	"HEAR ME KNOT"	"156997"
"156998"	"LITTLE MOSES I"	"156998"
"156999"	"CRICKER CRUNCH"	"156999"
"157000"	"WATERMELON CRAWL 98"	"157000"
"157001"	"MORNING GLORY 98"	"157001"
"157002"	"NIGEL JOSEPH"	"157002"
"157003"	"RUFF ENOUGH"	"157003"
"157004"	"EVENING TIDE 1"	"157004"
"157005"	"BOBS DORY"	"157005"
"157006"	"SHEA'S STAR 98"	"157006"
"157007"	"ANNA GAIL I"	"157007"
"157008"	"PROSPER SISTERS 97"	"157008"
"157009"	"CENTURY NORTH"	"157009"
"157010"	"JENNA & TRAVIS"	"157010"
"157011"	"1B-2995"	"157011"
"157012"	"NICOLES KNIGHT"	"157012"
"157013"	"OCEAN GEM 98"	"157013"
"157014"	"2B3162"	"157014"
"157015"	"MICHALE & NADINE"	"157015"
"157016"	"THE BRADY ALYSON"	"157016"
"157017"	"MY FOUR GRANDCHILDREN"	"157017"
"157018"	"WATERTIGHT ALIBI"	"157018"
"157019"	"1-B2719"	"157019"
"157020"	"OCEAN DREAM"	"157020"
"157021"	"ALYSSA CARLEY"	"157021"
"157022"	"DOUG'S PRIDE 98"	"157022"
"157023"	"ALL WOUND UP"	"157023"
"157024"	"RUSTICO PIRATE 1"	"157024"
"157025"	"PURA VIDA"	"157025"
"157026"	"KILDARE KNIGHT"	"157026"
"157027"	"BONNIE LASSIE"	"157027"
"157028"	"FORTUNATE SON"	"157028"
"157029"	"SHOOTING STAR 11"	"157029"
"157030"	"ICE LADY"	"157030"
"157031"	"SILVERY TIDE 1"	"157031"
"157032"	"SNEAK PREVIEW"	"157032"
"157033"	"GALE O WIND"	"157033"
"157034"	"KEISHA J"	"157034"
"157035"	"1B 3164"	"157035"
"157036"	"MISS B HAVEN 1"	"157036"
"157037"	"JULIANN RACHEL"	"157037"
"157038"	"OSPREY 98"	"157038"
"157039"	"SOUTHERN COMFORT 99"	"157039"
"157040"	"LAST MAN STANDING"	"157040"
"157041"	"JUST SPLASHY"	"157041"
"157042"	"DUN RUSHIN"	"157042"
"157043"	"BEST O'LUCK 99"	"157043"
"157044"	"MY TWO GIRLS"	"157044"
"157045"	"MARK AND ERIN"	"157045"
"157046"	"HAMMER DOWN I"	"157046"
"157047"	"KRISTA B"	"157047"
"157048"	"JOEL 98"	"157048"
"157049"	"C04871 PE"	"157049"
"157050"	"SLOW BUT SURE"	"157050"
"157051"	"BANGOR B'S II"	"157051"
"157052"	"OUT'N ABOUT"	"157052"
"157053"	"MAGGIE JANE"	"157053"
"157054"	"NEW MORNING LIGHT"	"157054"
"157055"	"HANNAH AND THE BOYS"	"157055"
"157056"	"CHANGING TIDES"	"157056"
"157057"	"WONDERN WHY"	"157057"
"157058"	"NOTHING SPECIAL"	"157058"
"157059"	"TRANQUILITY 2000"	"157059"
"157060"	"CHARLENE HELEN 99"	"157060"
"157061"	"ERIKA SCOTT 1"	"157061"
"157062"	"MISS PEI"	"157062"
"157063"	"MISS TACITA"	"157063"
"157064"	"BEAR N MINE"	"157064"
"157065"	"RISING SON 99"	"157065"
"157066"	"SEA-PRO 98"	"157066"
"157067"	"COMMON GROUND"	"157067"
"157068"	"J C'S PRIDE"	"157068"
"157069"	"CHAUNTELLE & CODY"	"157069"
"157070"		"157070"
"157071"	"1B-3363"	"157071"
"157072"	"BREA DAWN"	"157072"
"15717"	"MISS SONIA"	"15717"
"157472"	"157472"	
"15751"	"NORTH MIST"	"15751"
"15761"	"PLUTO"	"15761"
"157832"	"ROBERTS SISTERS"	"157832"
"15784"	"SEVEN SISTERS"	"15784"
"158077"	"158077"	
"15857"	"NARRENSCHIFF"	"15857"
"158849"		"158849"
"158850"		"158850"
"158851"		"158851"
"158852"		"158852"
"158853"	"LAST CALL II"	"158853"
"158854"		"158854"
"158855"	"BLIND ROAD BOYS"	"158855"
"158856"	"1C2674"	"158856"
"158857"		"158857"
"158858"	"ME & THE BOYS I"	"158858"
"158859"	"21C-3020"	"158859"
"158860"	"HOLY SMOKER"	"158860"
"158861"	"TAX EVASION"	"158861"
"158862"		"158862"
"158863"	"21C3295"	"158863"
"158864"	"AFTICA I"	"158864"
"158865"	"EMMA RUTH"	"158865"
"158866"	"24E14159"	"158866"
"158867"	"21C2186"	"158867"
"158868"	"21C1980"	"158868"
"158869"	"GOLDEN ANCHOR"	"158869"
"158870"		"158870"
"158871"	"JONATHAN EARL"	"158871"
"158872"		"158872"
"158873"	"MISTY BREEZE"	"158873"
"158874"	" ALEXANDRE WILLIAM"	"158874"
"158875"	"HANNAH LEIGH"	"158875"
"158876"	"DARRYL'S PRIDE"	"158876"
"158877"	"L.H.M. 1"	"158877"
"158878"	"J & D'S SIX PACK"	"158878"
"158879"	"DOTTIE-LOU"	"158879"
"158880"	"SPECIAL K'S 1"	"158880"
"158881"		"158881"
"158882"		"158882"
"158883"		"158883"
"158884"		"158884"
"158887"		"158887"
"158888"	"ELIZABETH & ALEXANDER"	"158888"
"158889"	"21C3698"	"158889"
"158890"		"158890"
"158891"	"6C-6364"	"158891"
"158892"		"158892"
"158893"	"WHITE WATER '99"	"158893"
"158894"		"158894"
"158895"		"158895"
"158896"		"158896"
"158897"		"158897"
"158898"	"GUNNER"	"158898"
"158899"	"1C-2653"	"158899"
"158900"		"158900"
"158901"		"158901"
"158902"	"6C-7298"	"158902"
"158903"		"158903"
"158904"		"158904"
"158905"	"21C 2547"	"158905"
"158906"	"21C-3006"	"158906"
"158907"	"1B-3494"	"158907"
"158908"		"158908"
"158909"	"ACADIENNE GALE II"	"158909"
"158910"	"21C-2176"	"158910"
"158911"		"158911"
"158912"		"158912"
"158913"		"158913"
"158914"		"158914"
"158915"		"158915"
"158916"	"MARITIME STAR"	"158916"
"158917"	"ROCK ISLE LADY"	"158917"
"158918"		"158918"
"158919"	"THE RILEY BOYS"	"158919"
"158920"	"TYRANT TOO"	"158920"
"158921"	"WATER WORLD II"	"158921"
"158922"	"MISS PIGBROOK"	"158922"
"158923"	"LOZA"	"158923"
"158924"	"SEA WORLD"	"158924"
"158925"	"STELIE"	"158925"
"158926"	"EMILY & ALISON"	"158926"
"158927"	"JASON SYLVAIN"	"158927"
"158928"	"1C-2728"	"158928"
"158929"	"SONIA JEFF"	"158929"
"158930"	"JUST CRAWNIN' IN"	"158930"
"158931"	"MI-TY"	"158931"
"158932"	"GIVE ME A BREAK"	"158932"
"158933"	"CAMILLA DEBBIE"	"158933"
"158934"	"LITTLE LEXI"	"158934"
"158935"	"FOR WORK FOR PLAY"	"158935"
"158936"	"LATAUNE"	"158936"
"158937"	"RISKY BUSINESS 2000"	"158937"
"158938"	"ISLAND BOY I"	"158938"
"158939"	"ISLAND BOY I"	"158939"
"158940"	"THE MARLEY MARIE"	"158940"
"158941"	"ARMAGEDDON"	"158941"
"158942"		"158942"
"158943"	"19D1700"	"158943"
"158944"	"MILLENNIUM 2000"	"158944"
"158945"	"SEA LION"	"158945"
"158946"	"REEF SEEKER"	"158946"
"158947"	"LE MOINEAU"	"158947"
"158948"	"LE CAP"	"158948"
"158949"	"ETIENNE JULIEN"	"158949"
"158950"	"1C-2208"	"158950"
"158951"	"CRYSTAL D. I"	"158951"
"158952"	"STEPHANIE 99"	"158952"
"158953"	"FULL HOUSE 2000"	"158953"
"158954"	"GREAT WHITE 2000"	"158954"
"158955"	"BLUE SHADOW 2000"	"158955"
"158956"	"MYSTIC SEA"	"158956"
"158957"	"FULLY LOADED"	"158957"
"158958"	"LATESHA & ROGAN"	"158958"
"158959"	"1C-2236"	"158959"
"158960"	"JUSTIN'S PRIDE"	"158960"
"158961"	"LIAM & COLE"	"158961"
"158962"	"PHINE"	"158962"
"158963"	"FIT TO BE TIDE"	"158963"
"158964"	"WANDA LEE 99"	"158964"
"158965"	"CLASSIC FIT"	"158965"
"158966"	"ERIC MICHEL"	"158966"
"158967"	"SALT WATER COWBOY I"	"158967"
"158968"	"MISTER IN BETWEEN"	"158968"
"158969"	"ERIC B. I"	"158969"
"158970"	"SPENSER'S DREAM"	"158970"
"158971"	"A.L. ATLANTIQUE"	"158971"
"158972"	"NATALIE JOSETTE II"	"158972"
"158973"	"WITHOUT FEAR"	"158973"
"158974"	"MELISSA & MORGAN"	"158974"
"158975"	"KOOL WAVE"	"158975"
"158976"	"1C-2696"	"158976"
"158977"	"MISS ANDREA DENISE"	"158977"
"158978"	"JANET & BOYS NO. 1"	"158978"
"158979"	"MISS MELANIE 1"	"158979"
"158980"		"158980"
"158981"	"L ECUME DE MER"	"158981"
"158982"	"WHITE LIGHTNING 2000"	"158982"
"158983"	"LISA MARIE"	"158983"
"158984"	"RONALDSON J NO 1"	"158984"
"158985"	"MISS NORTHUMBERLAND I"	"158985"
"158986"	"CINDY H.III"	"158986"
"158987"	"ALLISON & KRISTA"	"158987"
"158988"	"MICHELLE LEE 2000"	"158988"
"158989"	"CAROLANN MAUD"	"158989"
"158990"	"OCEAN COMMOTION '00"	"158990"
"158991"	"TURBO DUCK"	"158991"
"158992"		"158992"
"158993"		"158993"
"158994"	"GTM'S PRIDE"	"158994"
"158995"	"HONKER STOMPER"	"158995"
"158996"		"158996"
"158997"		"158997"
"158998"		"158998"
"158999"		"158999"
"159000"	"SKIPPER'S PRIDE"	"159000"
"159001"	"FAMILY TRADITION"	"159001"
"159002"	"R G S"	"159002"
"159003"	"LET ER WIGGLE"	"159003"
"159004"		"159004"
"159005"	"ZEPHYRUS"	"159005"
"159006"	"JOLAINE JOCELYN"	"159006"
"159007"		"159007"
"159008"	"CAPTAIN'S FINEST"	"159008"
"159009"	"MARY-PATTI-MISCHA"	"159009"
"159010"	"STEVEN CARRISSA"	"159010"
"159011"	"S. S. OLIVER"	"159011"
"159012"	"JADE & BOYS"	"159012"
"159013"	"LE BÉDÊCHE"	"159013"
"159014"	"RÉMI MONICA"	"159014"
"159015"		"159015"
"159016"	"LADY JOANIE"	"159016"
"159017"	"MORGAN AND I"	"159017"
"159018"		"159018"
"159019"	"C01341MB"	"159019"
"159020"		"159020"
"159021"		"159021"
"159022"	"21A-1740"	"159022"
"159023"		"159023"
"159024"		"159024"
"159025"	"MACKENZIE'S PRIDE"	"159025"
"159026"		"159026"
"159027"		"159027"
"159028"	"2B3197"	"159028"
"159029"	"SWINGIN' AGAIN"	"159029"
"159030"	"C01484NB"	"159030"
"159031"	"21C-3591"	"159031"
"159032"	"21C-3591"	"159032"
"159033"		"159033"
"159034"		"159034"
"159035"		"159035"
"159036"		"159036"
"159037"		"159037"
"159038"		"159038"
"159039"		"159039"
"159040"	"4"	"159040"
"159041"		"159041"
"159042"		"159042"
"159043"		"159043"
"159044"		"159044"
"159045"	"1C2673"	"159045"
"159046"	"SEASCAPE DIVERS"	"159046"
"159047"	"41D2486"	"159047"
"159048"	"ALYSSA & BASIL"	"159048"
"159049"		"159049"
"159050"		"159050"
"159051"	"ABEGWEIT'S PRIDE III"	"159051"
"159052"	"ALICIA N."	"159052"
"159053"		"159053"
"159054"		"159054"
"159055"		"159055"
"159056"	"MISS BROOKLYN"	"159056"
"159057"	"HOW BOAT THAT"	"159057"
"159058"		"159058"
"159059"		"159059"
"159060"		"159060"
"159061"		"159061"
"159062"		"159062"
"159063"		"159063"
"159064"		"159064"
"159065"		"159065"
"159066"		"159066"
"159067"		"159067"
"159068"		"159068"
"159069"		"159069"
"159070"	"RHYS PRIDE"	"159070"
"159071"		"159071"
"159072"		"159072"
"159073"		"159073"
"159074"		"159074"
"159075"		"159075"
"159076"		"159076"
"159077"	"MORNING THUNDER"	"159077"
"159078"	"CHRISTIEN & CELINA"	"159078"
"159079"		"159079"
"159080"		"159080"
"159081"	"PIRANA DES LAC"	"159081"
"159082"	"21C1376"	"159082"
"159083"		"159083"
"159084"	"C01802PE"	"159084"
"159085"		"159085"
"159086"		"159086"
"159087"	"KITPU (EAGLE) IX"	"159087"
"159088"	"WATER WORKS 2000"	"159088"
"159089"	"LE MOIAC II"	"159089"
"159090"	"11A 18091"	"159090"
"159091"	"HAKUNA-MATATA 2000"	"159091"
"159092"		"159092"
"159093"	"TYLER M"	"159093"
"159094"		"159094"
"159096"	"CRASY HORSE"	"159096"
"159097"		"159097"
"159098"	"THE RED TRAPPER"	"159098"
"159099"	"HAPPY II"	"159099"
"159100"	"JACK III"	"159100"
"159101"		"159101"
"159102"		"159102"
"159103"	"ANCESTOR"	"159103"
"159104"	"21C-3668"	"159104"
"159105"	"MISS TRICIA LYNN"	"159105"
"159106"	"7C2218"	"159106"
"159107"	"SARAH MELISSA"	"159107"
"159108"		"159108"
"159109"	"KRISTA MARIE"	"159109"
"159110"		"159110"
"159111"		"159111"
"159112"		"159112"
"159113"		"159113"
"159114"		"159114"
"159115"		"159115"
"159116"		"159116"
"159117"	"AGAINST THE WIND 2000"	"159117"
"159118"		"159118"
"159119"		"159119"
"159120"		"159120"
"159121"		"159121"
"159122"	"2B-5051"	"159122"
"159123"	"STAR WALKER"	"159123"
"159124"		"159124"
"159125"		"159125"
"159126"	"NEW MOON 2000"	"159126"
"159127"	"1C-2867"	"159127"
"159128"	"1B1989"	"159128"
"159129"	"1B3040"	"159129"
"159130"	"C02028PE"	"159130"
"159131"	"PLACENTIA"	"159131"
"159132"	"1B3325"	"159132"
"159133"	"CHRISTAL LYNN"	"159133"
"159134"	"OYSTER BOX"	"159134"
"159135"		"159135"
"159136"	"RIVER DAWSON"	"159136"
"159137"		"159137"
"159138"		"159138"
"159139"	"SERENITY"	"159139"
"159140"		"159140"
"159141"		"159141"
"159142"	"LADY ANN"	"159142"
"159143"	"JACQUELINE-SUSAN II"	"159143"
"159144"	"JUSTANOTHER PAYMENT II"	"159144"
"159145"		"159145"
"159146"		"159146"
"159147"		"159147"
"159148"		"159148"
"159149"		"159149"
"159150"		"159150"
"159151"		"159151"
"159152"	"ROUGH RIDER 2000"	"159152"
"159153"	"MY III SON'S"	"159153"
"159154"	"1B-2679"	"159154"
"159155"		"159155"
"159156"	"CASSIE ANN"	"159156"
"159157"		"159157"
"159158"	"JASON D 2000"	"159158"
"159159"	"GREY HOUND II"	"159159"
"159160"	"SOUTHERN SCHOONER"	"159160"
"159161"	"MATTHEW & REILLY"	"159161"
"159163"	"KAYLEE BELLE"	"159163"
"159164"		"159164"
"159165"	"ISLAND LADY"	"159165"
"159166"	"SIGHT SEA-ER"	"159166"
"159167"	"WORTH THE WAIT 2000"	"159167"
"159168"	"EMPTY POCKETS 2000"	"159168"
"159169"	"WIND SHIFT"	"159169"
"159170"	"SWAMP SINGER"	"159170"
"159171"	"SATURDAY NIGHT FEVER"	"159171"
"159172"	"SEA SPRAY I"	"159172"
"159173"	"STAR-SHIP 51"	"159173"
"159174"	"ISLAND VENTURE II"	"159174"
"159175"	"DELLA MAE"	"159175"
"159176"	"CHRI-LU-NICK I"	"159176"
"159177"	"NEW NORTH WIND"	"159177"
"159178"	"NIKITA JADE"	"159178"
"159179"	"ALYSSA MARIA"	"159179"
"159180"	"FORCES OF NATURE"	"159180"
"159181"	"OCEAN SPRAY 2000"	"159181"
"159182"	"FIDDLE & BOW"	"159182"
"159183"	"SARA BROOKE"	"159183"
"159184"	"TIGERSHARK 2001"	"159184"
"159185"	"TWIN PEAKS"	"159185"
"159186"	"6C6221"	"159186"
"159187"	"NORTHERN DRAKE"	"159187"
"159188"	"ERIKA-PIER C."	"159188"
"159189"	"MAKIN TIME"	"159189"
"159190"	"LAWRENCE C."	"159190"
"159191"	"C01451PE"	"159191"
"159192"	"CAPTAIN'S HAVEN"	"159192"
"159193"		"159193"
"159194"	"DAWN RUN"	"159194"
"159195"	"BREAK'N EVEN"	"159195"
"159196"	"GALEFORCE III"	"159196"
"159197"		"159197"
"159198"		"159198"
"159199"	"PASS ME KNOT"	"159199"
"159200"	"CHELSEY P."	"159200"
"159201"	"ALBAN G"	"159201"
"159202"	" CES MAC"	"159202"
"159203"	"LE NORDIK NO I"	"159203"
"159204"	"WATER WALKER"	"159204"
"159205"	"SHELLING IT OUT"	"159205"
"159206"	"SPIRIT WALKER"	"159206"
"159207"	"TYCO"	"159207"
"159208"	"TERRY'S PRIDE"	"159208"
"159209"	"DEEPER IN DEBT"	"159209"
"159210"	"BUSTER'S PRIDE"	"159210"
"159211"	"CURRENT-LEE"	"159211"
"159212"	"LADY SIMONE I"	"159212"
"159213"	"BIBIANNE MARIE II"	"159213"
"159214"	"PERFECT STORM I"	"159214"
"159215"	"RYLEY JAMES"	"159215"
"159216"	"HOPE FLOATS 2001"	"159216"
"159217"	"LOCKE HAVEN III"	"159217"
"159218"	"CHRISTIANE GUYLAINE"	"159218"
"159219"	"STING RAE"	"159219"
"159220"	"TWIN CONNECTIONS"	"159220"
"159221"	"MELANIE DAWN SPECIAL"	"159221"
"159222"	"TIDAL SURGE"	"159222"
"159223"	"BRITT'S SHIP"	"159223"
"159224"	"JESS MAN JAX"	"159224"
"159225"	"HAILEY BRITTANY 2000"	"159225"
"159226"	"MARYLINE C I"	"159226"
"159227"	"T J HOOKER 2001"	"159227"
"159228"	"PM MARIO"	"159228"
"159229"		"159229"
"159230"	"RIVER DANCER"	"159230"
"159231"	"B K THUMPER"	"159231"
"159232"	"HIGHLAND HURRICANE"	"159232"
"159233"	"GRACE ANN"	"159233"
"159234"	"GIT R DUN"	"159234"
"159235"	"BEN-J"	"159235"
"159236"	"BAY DU VIN SPECIAL"	"159236"
"159237"	"Z-REX"	"159237"
"159238"	"BENOIT MARTIN II"	"159238"
"159239"	"CRUISING ALONG"	"159239"
"15924"	"15924"	
"159240"		"159240"
"159241"		"159241"
"159242"	"T.J. 2001"	"159242"
"159243"	"SOU'WESTERLY GALES"	"159243"
"159244"	"ALYSSA & BASIL I"	"159244"
"159245"	"DOUBLE D & DAUGHTERS"	"159245"
"159246"		"159246"
"159247"	"KEEGAN P.C."	"159247"
"159248"		"159248"
"159249"	"1C-8276"	"159249"
"15925"	"MORNING MIST"	"15925"
"159250"	"TENDIN' SEAS"	"159250"
"159251"	"SCOTCH & WATER"	"159251"
"159252"	"BLUEFIN 2001"	"159252"
"159253"		"159253"
"159254"	"YVES & REMI"	"159254"
"159255"	"LUCA-JOEL 2001"	"159255"
"159256"	"1C-8275"	"159256"
"159257"	"''JOSEE & COREY '01''"	"159257"
"159258"	"C J SKAMP I"	"159258"
"159259"	"ADAM'S TURN"	"159259"
"159260"	"TIGHT LINE"	"159260"
"159261"	"SIRENE DES MERS"	"159261"
"159262"	"NICOLAS-FELIX I"	"159262"
"159263"	"COTTON JENNY"	"159263"
"159265"	"BRITZY GAL"	"159265"
"159266"	"MARTIN PECHEUR"	"159266"
"159267"	"SUE SEA V"	"159267"
"159268"		"159268"
"159269"	"CINDY KEVIN"	"159269"
"159270"	"SHADES OF GRAY"	"159270"
"159271"	"1C-2869"	"159271"
"159272"	"MAXIE"	"159272"
"159273"		"159273"
"159274"	"JOE MAN & JENNA"	"159274"
"159275"	"1C-1910"	"159275"
"159276"	"LE MIMINE"	"159276"
"159278"	"VIKING V"	"159278"
"159279"	"GMC 1"	"159279"
"159280"		"159280"
"159281"		"159281"
"159282"	"NIGEL"	"159282"
"159283"	"MARCO MICHEL"	"159283"
"159284"	"RED PINE 2001"	"159284"
"159285"	"LORRAINE II"	"159285"
"159286"	"RED PINE 2001"	"159286"
"159287"	"T.R & R"	"159287"
"159288"		"159288"
"159289"		"159289"
"159290"	"MR. G"	"159290"
"159291"		"159291"
"159292"		"159292"
"159293"		"159293"
"159294"		"159294"
"159295"		"159295"
"159296"		"159296"
"159297"		"159297"
"159298"		"159298"
"159299"		"159299"
"159300"		"159300"
"159301"		"159301"
"159302"		"159302"
"159303"		"159303"
"159304"		"159304"
"159305"		"159305"
"159306"		"159306"
"159307"	"WOODEN COMFORT"	"159307"
"159308"	"WHITE SQUALL II"	"159308"
"159309"		"159309"
"159310"		"159310"
"159311"		"159311"
"159312"		"159312"
"159313"		"159313"
"159314"		"159314"
"159315"		"159315"
"159316"		"159316"
"159317"		"159317"
"159318"	"MICHEL CHANTAL"	"159318"
"159319"		"159319"
"159320"	"L'SIPUTUK"	"159320"
"159321"	"TYHAWK"	"159321"
"159322"		"159322"
"159323"		"159323"
"159324"	"STEPHANIE AL 2001"	"159324"
"159325"		"159325"
"159326"		"159326"
"159327"	"P'TIT CLAUDE"	"159327"
"159328"	"GRACYN & THE BOYS"	"159328"
"159329"		"159329"
"159330"		"159330"
"159331"		"159331"
"159332"		"159332"
"159333"		"159333"
"159334"	"ACADIA RAIDER"	"159334"
"159335"	"CAPE BEAR"	"159335"
"159336"	"M. T. POCKETS 2001"	"159336"
"159337"	"7C-1591"	"159337"
"159338"	"MISS 2000"	"159338"
"159339"	"LORIE F"	"159339"
"159340"		"159340"
"159341"	"JUST LUCKY"	"159341"
"159342"	"NICHOLAS G"	"159342"
"159343"	"SEA TROOPER"	"159343"
"159344"	"21C-3339"	"159344"
"159345"		"159345"
"159346"	"DREAM CATCHER"	"159346"
"159347"		"159347"
"159348"	"BLIND ROAD BOYS 2001"	"159348"
"159349"	"LADY REBECCA  I"	"159349"
"159350"	"TRINITY JO"	"159350"
"159351"	"SELENA"	"159351"
"159352"	"CHARLES-OLIVIER"	"159352"
"159353"		"159353"
"159355"		"159355"
"159356"	"OCEAN WILD"	"159356"
"159357"	"LE DRAKKAR"	"159357"
"159358"	"FISHFUL THINKING"	"159358"
"159359"		"159359"
"159360"	"SEA EAGLE"	"159360"
"159361"		"159361"
"159362"	"SYLVESTER THE CAT"	"159362"
"159363"	"CHANDLER & GIRLS"	"159363"
"159364"	"SUNNIE ROSE"	"159364"
"159366"	"DAWSON'S CREEK"	"159366"
"159367"		"159367"
"159368"	"BREAKING SEAS"	"159368"
"159369"	"DIG IT"	"159369"
"159370"	"NICOLE & BOYS"	"159370"
"159371"		"159371"
"159372"	"SEA CURITY"	"159372"
"159699"	"159699"	
"15980"	"BONIN'S REVENGE"	"15980"
"160212"	"ORANHAYTEKA"	"160212"
"160213"	"IT'S NOW OR NEVER"	"160213"
"160214"		"160214"
"160215"	"FAMILY AFFAIR I"	"160215"
"160216"	"WICKED WILLY"	"160216"
"160217"	"59D-1017"	"160217"
"160219"	"CHANNEL RUNNER"	"160219"
